schema	table	constraint	type	validated	definition
public	quotations	quotations_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	quotations	quotations_pkey	p	true	PRIMARY KEY (id)
public	receipt_items	receipt_items_quantity_check	c	true	CHECK ((quantity > (0)::numeric))
public	receipt_items	receipt_items_tasa_cambio_valida	c	true	CHECK (((moneda_recepcion = 'CUP'::text) OR ((tasa_cambio_recepcion IS NOT NULL) AND (tasa_cambio_recepcion > 1.5))))
public	receipt_items	receipt_items_unit_cost_check	c	true	CHECK ((unit_cost >= (0)::numeric))
public	receipt_items	receipt_items_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id)
public	receipt_items	receipt_items_receipt_id_fkey	f	true	FOREIGN KEY (receipt_id) REFERENCES receipts(id)
public	receipt_items	receipt_items_variant_id_fkey	f	true	FOREIGN KEY (variant_id) REFERENCES product_variants(id) ON DELETE SET NULL
public	receipt_items	receipt_items_pkey	p	true	PRIMARY KEY (id)
public	receipt_tasa_audit	receipt_tasa_audit_modificado_por_fkey	f	true	FOREIGN KEY (modificado_por) REFERENCES auth.users(id) ON DELETE SET NULL
public	receipt_tasa_audit	receipt_tasa_audit_receipt_item_id_fkey	f	true	FOREIGN KEY (receipt_item_id) REFERENCES receipt_items(id) ON DELETE CASCADE
public	receipt_tasa_audit	receipt_tasa_audit_pkey	p	true	PRIMARY KEY (id)
public	receipts	receipts_payment_method_check	c	true	CHECK (((payment_method IS NULL) OR (payment_method = ANY (ARRAY['cash'::text, 'transfer'::text, 'zelle'::text]))))
public	receipts	receipts_payment_status_check	c	true	CHECK ((payment_status = ANY (ARRAY['unpaid'::text, 'partial'::text, 'paid'::text])))
public	receipts	receipts_status_check	c	true	CHECK ((status = ANY (ARRAY['pending'::text, 'confirmed'::text, 'active'::text, 'partial'::text, 'voided'::text, 'reversed'::text])))
public	receipts	receipts_confirmed_by_fkey	f	true	FOREIGN KEY (confirmed_by) REFERENCES profiles(id)
public	receipts	receipts_original_receipt_id_fkey	f	true	FOREIGN KEY (original_receipt_id) REFERENCES receipts(id)
public	receipts	receipts_po_id_fkey	f	true	FOREIGN KEY (po_id) REFERENCES purchase_orders(id) ON DELETE SET NULL
public	receipts	receipts_reversed_by_fkey	f	true	FOREIGN KEY (reversed_by) REFERENCES profiles(id)
public	receipts	receipts_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	receipts	receipts_tenant_id_fkey	f	true	FOREIGN KEY (tenant_id) REFERENCES tenants(id)
public	receipts	receipts_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id)
public	receipts	receipts_user_id_profiles_fkey	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id)
public	receipts	receipts_pkey	p	true	PRIMARY KEY (id)
public	received_services	received_services_distribution_method_check	c	true	CHECK ((distribution_method = ANY (ARRAY['amount'::text, 'quantity'::text, 'manual'::text])))
public	received_services	received_services_exchange_rate_range	c	true	CHECK (((exchange_rate >= 0.01) AND (exchange_rate <= (10000)::numeric)))
public	received_services	received_services_payment_method_check	c	true	CHECK (((payment_method IS NULL) OR (payment_method = ANY (ARRAY['cash'::text, 'transfer'::text, 'zelle'::text]))))
public	received_services	received_services_payment_status_check	c	true	CHECK ((payment_status = ANY (ARRAY['unpaid'::text, 'partial'::text, 'paid'::text])))
public	received_services	received_services_payment_terms_days_range	c	true	CHECK (((payment_terms_days >= 1) AND (payment_terms_days <= 365)))
public	received_services	received_services_status_check	c	true	CHECK ((status = ANY (ARRAY['active'::text, 'voided'::text, 'draft'::text, 'cancelled'::text])))
public	received_services	received_services_supplier_not_null	c	true	CHECK (((supplier IS NOT NULL) AND (supplier <> ''::text)))
public	received_services	received_services_total_amount_check	c	true	CHECK ((total_amount >= (0)::numeric))
public	received_services	received_services_total_amount_positive	c	true	CHECK ((total_amount > (0)::numeric))
public	received_services	received_services_service_type_id_fkey	f	true	FOREIGN KEY (service_type_id) REFERENCES service_types(id)
public	received_services	received_services_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	received_services	received_services_pkey	p	true	PRIMARY KEY (id)
public	report_definitions	report_definitions_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES auth.users(id)
public	report_definitions	report_definitions_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	report_definitions	report_definitions_pkey	p	true	PRIMARY KEY (id)
public	report_runs	report_runs_executed_by_fkey	f	true	FOREIGN KEY (executed_by) REFERENCES auth.users(id)
public	report_runs	report_runs_report_definition_id_fkey	f	true	FOREIGN KEY (report_definition_id) REFERENCES report_definitions(id) ON DELETE CASCADE
public	report_runs	report_runs_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	report_runs	report_runs_pkey	p	true	PRIMARY KEY (id)
public	restore_sessions	restore_sessions_mode_check	c	true	CHECK ((mode = ANY (ARRAY['preview'::text, 'dry_run'::text, 'execute'::text])))
public	restore_sessions	restore_sessions_status_check	c	true	CHECK ((status = ANY (ARRAY['PREPARING'::text, 'DRY_RUN'::text, 'EXECUTING'::text, 'COMPLETED'::text, 'FAILED'::text, 'ROLLED_BACK'::text])))
public	restore_sessions	restore_sessions_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	restore_sessions	restore_sessions_pkey	p	true	PRIMARY KEY (id)
public	roles	roles_pkey	p	true	PRIMARY KEY (id)
public	roles	roles_name_key	u	true	UNIQUE (name)
public	rss_feeds	rss_feeds_pkey	p	true	PRIMARY KEY (id)
public	rss_feeds	rss_feeds_url_key	u	true	UNIQUE (url)
public	rss_settings	rss_settings_pkey	p	true	PRIMARY KEY (id)
public	sale_items	sale_items_quantity_check	c	true	CHECK ((quantity > (0)::numeric))
public	sale_items	sale_items_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id)
public	sale_items	sale_items_sale_id_fkey	f	true	FOREIGN KEY (sale_id) REFERENCES sales(id)
public	sale_items	sale_items_pkey	p	true	PRIMARY KEY (id)
public	sales	sales_payment_method_check	c	true	CHECK ((payment_method = ANY (ARRAY['cash'::text, 'card'::text, 'transfer'::text, 'other'::text])))
public	sales	sales_cashier_id_fkey	f	true	FOREIGN KEY (cashier_id) REFERENCES auth.users(id)
public	sales	sales_pkey	p	true	PRIMARY KEY (id)
public	sales_transactions	chk_sales_payments_sum	c	true	CHECK (((payment_cash + payment_transfer) = amount_total))
public	sales_transactions	sales_transactions_amount_total_check	c	true	CHECK ((amount_total >= (0)::numeric))
public	sales_transactions	sales_transactions_payment_cash_check	c	true	CHECK ((payment_cash >= (0)::numeric))
public	sales_transactions	sales_transactions_payment_transfer_check	c	true	CHECK ((payment_transfer >= (0)::numeric))
public	sales_transactions	sales_transactions_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES profiles(id)
public	sales_transactions	sales_transactions_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	sales_transactions	sales_transactions_transaction_id_fkey	f	true	FOREIGN KEY (transaction_id) REFERENCES transactions(id) ON DELETE SET NULL
public	sales_transactions	sales_transactions_worker_id_fkey	f	true	FOREIGN KEY (worker_id) REFERENCES workers(id) ON DELETE CASCADE
public	sales_transactions	sales_transactions_pkey	p	true	PRIMARY KEY (id)
public	saved_analytics_views	saved_analytics_views_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	saved_analytics_views	saved_analytics_views_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
public	saved_analytics_views	saved_analytics_views_pkey	p	true	PRIMARY KEY (id)
public	service_audit_log	service_audit_log_pkey	p	true	PRIMARY KEY (id)
public	service_cost_distributions	scd_distribution_amount_positive	c	true	CHECK ((distribution_amount > (0)::numeric))
public	service_cost_distributions	scd_distribution_percentage_range	c	true	CHECK (((distribution_percentage >= (0)::numeric) AND (distribution_percentage <= (100)::numeric)))
public	service_cost_distributions	scd_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	service_cost_distributions	scd_receipt_id_fkey	f	true	FOREIGN KEY (receipt_id) REFERENCES receipts(id) ON DELETE CASCADE
public	service_cost_distributions	scd_receipt_item_id_fkey	f	true	FOREIGN KEY (receipt_item_id) REFERENCES receipt_items(id) ON DELETE CASCADE
public	service_cost_distributions	service_cost_distributions_service_id_fkey	f	true	FOREIGN KEY (service_id) REFERENCES received_services(id) ON DELETE CASCADE
public	service_cost_distributions	service_cost_distributions_pkey	p	true	PRIMARY KEY (id)
public	service_reception_links	srl_allocated_amount_positive	c	true	CHECK ((allocated_amount > (0)::numeric))
public	service_reception_links	srl_allocation_percentage_range	c	true	CHECK (((allocation_percentage >= (0)::numeric) AND (allocation_percentage <= (100)::numeric)))
public	service_reception_links	service_reception_links_receipt_id_fkey	f	true	FOREIGN KEY (receipt_id) REFERENCES receipts(id) ON DELETE CASCADE
public	service_reception_links	service_reception_links_service_id_fkey	f	true	FOREIGN KEY (service_id) REFERENCES received_services(id) ON DELETE CASCADE
public	service_reception_links	service_reception_links_pkey	p	true	PRIMARY KEY (id)
public	service_reception_links	service_reception_links_service_id_receipt_id_key	u	true	UNIQUE (service_id, receipt_id)
public	service_types	service_types_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	service_types	service_types_pkey	p	true	PRIMARY KEY (id)
public	stock_movements	stock_movements_quantity_nonzero	c	true	CHECK ((quantity_change <> (0)::numeric))
public	stock_movements	stock_movements_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL
public	stock_movements	stock_movements_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	stock_movements	stock_movements_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	stock_movements	stock_movements_tenant_id_fkey	f	true	FOREIGN KEY (tenant_id) REFERENCES tenants(id)
public	stock_movements	stock_movements_variant_id_fkey	f	true	FOREIGN KEY (variant_id) REFERENCES product_variants(id) ON DELETE SET NULL
public	stock_movements	stock_movements_pkey	p	true	PRIMARY KEY (id)
public	store_cost_templates	store_cost_templates_modalidad_check	c	true	CHECK ((modalidad = ANY (ARRAY['produccion'::text, 'servicios'::text, 'comercializacion'::text])))
public	store_cost_templates	store_cost_templates_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL
public	store_cost_templates	store_cost_templates_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	store_cost_templates	store_cost_templates_pkey	p	true	PRIMARY KEY (id)
public	store_cost_templates	uq_store_cost_templates_store_id	u	true	UNIQUE (store_id)
public	store_credit_ledger	store_credit_ledger_amount_check	c	true	CHECK ((amount > (0)::numeric))
public	store_credit_ledger	store_credit_ledger_pkey	p	true	PRIMARY KEY (id)
public	store_credit_ledger	store_credit_ledger_idempotency_key_key	u	true	UNIQUE (idempotency_key)
public	store_exchange_rates	store_exchange_rates_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	store_exchange_rates	store_exchange_rates_updated_by_fkey	f	true	FOREIGN KEY (updated_by) REFERENCES auth.users(id)
public	store_exchange_rates	store_exchange_rates_pkey	p	true	PRIMARY KEY (id)
public	store_exchange_rates	store_exchange_rates_store_id_currency_key	u	true	UNIQUE (store_id, currency)
public	store_notifications	store_notifications_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	store_notifications	store_notifications_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
public	store_notifications	store_notifications_pkey	p	true	PRIMARY KEY (id)
public	store_reset_snapshots	store_reset_snapshots_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	store_reset_snapshots	store_reset_snapshots_pkey	p	true	PRIMARY KEY (id)
public	stores	stores_email_format	c	true	CHECK (((email IS NULL) OR (email ~* '^[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}$'::text)))
public	stores	stores_phone_format	c	true	CHECK (((phone IS NULL) OR (phone ~ '^[\d\s\+\-\(\)]+$'::text)))
public	stores	stores_reeup_format	c	true	CHECK (((reeup IS NULL) OR (reeup ~ '^[0-9]{11}$'::text)))
public	stores	stores_archived_by_fkey	f	true	FOREIGN KEY (archived_by) REFERENCES auth.users(id) ON DELETE SET NULL
public	stores	stores_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES auth.users(id)
public	stores	stores_tenant_id_fkey	f	true	FOREIGN KEY (tenant_id) REFERENCES tenants(id)
public	stores	stores_pkey	p	true	PRIMARY KEY (id)
public	stores	stores_slug_unique	u	true	UNIQUE (slug)
public	suppliers	suppliers_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	suppliers	suppliers_pkey	p	true	PRIMARY KEY (id)
public	sync_log	sync_log_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	sync_log	sync_log_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id)
public	sync_log	sync_log_pkey	p	true	PRIMARY KEY (idempotency_key)
public	system_config	system_config_pkey	p	true	PRIMARY KEY (key)
public	system_health_logs	system_health_logs_pkey	p	true	PRIMARY KEY (id)
public	system_metrics	system_metrics_pkey	p	true	PRIMARY KEY (id)
public	tax_configurations	tax_configurations_type_check	c	true	CHECK ((type = ANY (ARRAY['fixed'::text, 'percentage'::text])))
public	tax_configurations	tax_configurations_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	tax_configurations	tax_configurations_pkey	p	true	PRIMARY KEY (id)
public	telegram_configs	telegram_configs_interval_minutes_check	c	true	CHECK (((auto_publish_interval_minutes >= 5) AND (auto_publish_interval_minutes <= 10080)))
public	telegram_configs	telegram_configs_show_price_check	c	true	CHECK ((show_price = ANY (ARRAY['according_to_storefront'::text, 'show'::text, 'hide'::text])))
public	telegram_configs	telegram_configs_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	telegram_configs	telegram_configs_pkey	p	true	PRIMARY KEY (id)
public	telegram_configs	telegram_configs_store_id_key	u	true	UNIQUE (store_id)
public	telegram_contacts	telegram_contacts_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	telegram_contacts	telegram_contacts_pkey	p	true	PRIMARY KEY (id)
public	telegram_contacts	telegram_contacts_store_id_telegram_user_id_key	u	true	UNIQUE (store_id, telegram_user_id)
public	telegram_invitations	telegram_invitations_contact_id_fkey	f	true	FOREIGN KEY (contact_id) REFERENCES telegram_contacts(id) ON DELETE SET NULL
public	telegram_invitations	telegram_invitations_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	telegram_invitations	telegram_invitations_pkey	p	true	PRIMARY KEY (id)
public	telegram_messages	telegram_messages_contact_id_fkey	f	true	FOREIGN KEY (contact_id) REFERENCES telegram_contacts(id) ON DELETE SET NULL
public	telegram_messages	telegram_messages_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	telegram_messages	telegram_messages_pkey	p	true	PRIMARY KEY (id)
public	telegram_product_posts	telegram_product_posts_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	telegram_product_posts	telegram_product_posts_published_by_fkey	f	true	FOREIGN KEY (published_by) REFERENCES auth.users(id)
public	telegram_product_posts	telegram_product_posts_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	telegram_product_posts	telegram_product_posts_pkey	p	true	PRIMARY KEY (id)
public	tenants	tenants_subscription_status_check	c	true	CHECK ((subscription_status = ANY (ARRAY['trial'::text, 'active'::text, 'past_due'::text, 'cancelled'::text, 'free'::text])))
public	tenants	tenants_owner_id_fkey	f	true	FOREIGN KEY (owner_id) REFERENCES profiles(id) ON DELETE SET NULL
public	tenants	tenants_pkey	p	true	PRIMARY KEY (id)
public	transaction_item_lots	transaction_item_lots_quantity_check	c	true	CHECK ((quantity > (0)::numeric))
public	transaction_item_lots	transaction_item_lots_lot_id_fkey	f	true	FOREIGN KEY (lot_id) REFERENCES product_lots(id) ON DELETE SET NULL
public	transaction_item_lots	transaction_item_lots_transaction_item_id_fkey	f	true	FOREIGN KEY (transaction_item_id) REFERENCES transaction_items(id) ON DELETE CASCADE
public	transaction_item_lots	transaction_item_lots_pkey	p	true	PRIMARY KEY (id)
public	transaction_items	transaction_items_price_at_sale_check	c	true	CHECK ((price_at_sale >= (0)::numeric))
public	transaction_items	transaction_items_quantity_check	c	true	CHECK ((quantity > (0)::numeric))
public	transaction_items	transaction_items_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	transaction_items	transaction_items_transaction_id_fkey	f	true	FOREIGN KEY (transaction_id) REFERENCES transactions(id) ON DELETE CASCADE
public	transaction_items	transaction_items_variant_id_fkey	f	true	FOREIGN KEY (variant_id) REFERENCES product_variants(id) ON DELETE SET NULL
public	transaction_items	transaction_items_pkey	p	true	PRIMARY KEY (id)
public	transaction_recovery_ledger	pk_recovery_ledger	p	true	PRIMARY KEY (migration_id, transaction_id)
public	transactions	chk_mixed_payment_consistency	c	true	CHECK (((payment_method <> 'mixed'::payment_method_enum) OR (abs((((cash_amount + transfer_amount) + zelle_amount) - total_amount)) <= 1.00)))
public	transactions	transactions_total_amount_check	c	true	CHECK ((total_amount >= (0)::numeric))
public	transactions	transactions_original_transaction_id_fkey	f	true	FOREIGN KEY (original_transaction_id) REFERENCES transactions(id)
public	transactions	transactions_reversed_by_fkey	f	true	FOREIGN KEY (reversed_by) REFERENCES profiles(id)
public	transactions	transactions_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	transactions	transactions_tenant_id_fkey	f	true	FOREIGN KEY (tenant_id) REFERENCES tenants(id)
public	transactions	transactions_user_id_fkey	f	true	FOREIGN KEY (seller_id) REFERENCES profiles(id) ON DELETE CASCADE
public	transactions	transactions_pkey	p	true	PRIMARY KEY (id)
public	transactions	transactions_idempotency_key_key	u	true	UNIQUE (idempotency_key)
public	transfer_approval_rules	transfer_approval_rules_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES profiles(id)
public	transfer_approval_rules	transfer_approval_rules_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	transfer_approval_rules	transfer_approval_rules_pkey	p	true	PRIMARY KEY (id)
public	transfer_approval_rules	transfer_approval_rules_tenant_id_store_id_key	u	true	UNIQUE (tenant_id, store_id)
public	transfer_items	transfer_items_quantity_check	c	true	CHECK ((quantity > (0)::numeric))
public	transfer_items	transfer_items_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id)
public	transfer_items	transfer_items_transfer_id_fkey	f	true	FOREIGN KEY (transfer_id) REFERENCES transfers(id) ON DELETE CASCADE
public	transfer_items	transfer_items_pkey	p	true	PRIMARY KEY (id)
public	transfers	stores_must_be_different	c	true	CHECK ((origin_store_id <> destination_store_id))
public	transfers	transfers_approved_by_fkey	f	true	FOREIGN KEY (approved_by) REFERENCES profiles(id)
public	transfers	transfers_confirmed_by_fkey	f	true	FOREIGN KEY (confirmed_by) REFERENCES profiles(id)
public	transfers	transfers_created_by_profiles_fkey	f	true	FOREIGN KEY (created_by) REFERENCES profiles(id)
public	transfers	transfers_destination_store_id_fkey	f	true	FOREIGN KEY (destination_store_id) REFERENCES stores(id)
public	transfers	transfers_origin_store_id_fkey	f	true	FOREIGN KEY (origin_store_id) REFERENCES stores(id)
public	transfers	transfers_reversed_by_fkey	f	true	FOREIGN KEY (reversed_by) REFERENCES profiles(id)
public	transfers	transfers_tenant_id_fkey	f	true	FOREIGN KEY (tenant_id) REFERENCES tenants(id)
public	transfers	transfers_pkey	p	true	PRIMARY KEY (id)
public	units_of_measure	units_of_measure_pkey	p	true	PRIMARY KEY (id)
public	units_of_measure	units_of_measure_code_key	u	true	UNIQUE (code)
public	usage_aggregates	usage_aggregates_pkey	p	true	PRIMARY KEY (id)
public	usage_alerts	usage_alerts_level_check	c	true	CHECK ((level = ANY (ARRAY['warning'::text, 'risk'::text, 'critical'::text])))
public	usage_alerts	usage_alerts_pkey	p	true	PRIMARY KEY (id)
public	usage_drift	usage_drift_pkey	p	true	PRIMARY KEY (id)
public	usage_thresholds	usage_thresholds_pkey	p	true	PRIMARY KEY (id)
public	usage_thresholds	usage_thresholds_metric_type_key	u	true	UNIQUE (metric_type)
public	user_audit_log	user_audit_log_performed_by_check	c	true	CHECK (((performed_by IS NOT NULL) OR (action ~~ 'SYSTEM_%'::text)))
public	user_audit_log	user_audit_log_pkey	p	true	PRIMARY KEY (id)
public	user_invitations	user_invitations_status_check	c	true	CHECK ((status = ANY (ARRAY['pending'::text, 'accepted'::text, 'expired'::text, 'revoked'::text])))
public	user_invitations	user_invitations_invited_by_fkey	f	true	FOREIGN KEY (invited_by) REFERENCES profiles(id) ON DELETE SET NULL
public	user_invitations	user_invitations_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	user_invitations	user_invitations_pkey	p	true	PRIMARY KEY (id)
public	user_invitations	user_invitations_token_hash_key	u	true	UNIQUE (token_hash)
public	user_preferences	user_preferences_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
public	user_preferences	user_preferences_pkey	p	true	PRIMARY KEY (user_id, preference_key)
public	user_progress	user_progress_card_id_fkey	f	true	FOREIGN KEY (card_id) REFERENCES learning_cards(id) ON DELETE CASCADE
public	user_progress	user_progress_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE
public	user_progress	user_progress_pkey	p	true	PRIMARY KEY (id)
public	user_progress	user_progress_user_id_card_id_key	u	true	UNIQUE (user_id, card_id)
public	user_store_memberships	profiles_memberships_fkey	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE
public	user_store_memberships	user_store_memberships_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	user_store_memberships	user_store_memberships_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE
public	user_store_memberships	user_store_memberships_pkey	p	true	PRIMARY KEY (id)
public	user_store_memberships	user_store_memberships_user_id_store_id_key	u	true	UNIQUE (user_id, store_id)
public	user_strategy_feedback	user_strategy_feedback_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id)
public	user_strategy_feedback	user_strategy_feedback_pkey	p	true	PRIMARY KEY (id)
public	user_usage	user_usage_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE
public	user_usage	user_usage_pkey	p	true	PRIMARY KEY (id)
public	user_usage	user_usage_user_id_action_type_usage_date_key	u	true	UNIQUE (user_id, action_type, usage_date)
public	w62_df04_design_params	w62_df04_design_params_pkey	p	true	PRIMARY KEY (param)
public	w62_df04_synthetic_rows	w62_df04_synthetic_rows_pkey	p	true	PRIMARY KEY (row_id)
public	w62_zero_cost_flags	w62_zero_cost_flags_pkey	p	true	PRIMARY KEY (store_id, product_id, scope)
public	wac_change_log	wac_change_log_pkey	p	true	PRIMARY KEY (id)
public	wallet_accounts	wallet_accounts_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
public	wallet_accounts	wallet_accounts_pkey	p	true	PRIMARY KEY (id)
public	wallet_accounts	wallet_accounts_user_id_source_account_number_key	u	true	UNIQUE (user_id, source, account_number)
public	wallet_transactions	wallet_transactions_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
public	wallet_transactions	wallet_transactions_pkey	p	true	PRIMARY KEY (id)
public	wallet_transactions	wallet_transactions_user_id_trm_transaction_id_key	u	true	UNIQUE (user_id, trm_transaction_id)
public	warehouse_stock	warehouse_stock_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	warehouse_stock	warehouse_stock_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	warehouse_stock	warehouse_stock_warehouse_id_fkey	f	true	FOREIGN KEY (warehouse_id) REFERENCES warehouses(id) ON DELETE CASCADE
public	warehouse_stock	warehouse_stock_pkey	p	true	PRIMARY KEY (id)
public	warehouse_stock	uq_warehouse_stock	u	true	UNIQUE (warehouse_id, product_id)
public	warehouses	warehouses_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	warehouses	warehouses_pkey	p	true	PRIMARY KEY (id)
public	whatsapp_configs	whatsapp_configs_interval_minutes_check	c	true	CHECK (((auto_publish_interval_minutes >= 5) AND (auto_publish_interval_minutes <= 10080)))
public	whatsapp_configs	whatsapp_configs_show_price_check	c	true	CHECK ((show_price = ANY (ARRAY['according_to_storefront'::text, 'show'::text, 'hide'::text])))
public	whatsapp_configs	whatsapp_configs_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	whatsapp_configs	whatsapp_configs_pkey	p	true	PRIMARY KEY (id)
public	whatsapp_configs	whatsapp_configs_store_id_key	u	true	UNIQUE (store_id)
public	whatsapp_contacts	whatsapp_contacts_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	whatsapp_contacts	whatsapp_contacts_pkey	p	true	PRIMARY KEY (id)
public	whatsapp_contacts	whatsapp_contacts_store_id_phone_number_key	u	true	UNIQUE (store_id, phone_number)
public	whatsapp_invitations	whatsapp_invitations_contact_id_fkey	f	true	FOREIGN KEY (contact_id) REFERENCES whatsapp_contacts(id) ON DELETE SET NULL
public	whatsapp_invitations	whatsapp_invitations_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	whatsapp_invitations	whatsapp_invitations_pkey	p	true	PRIMARY KEY (id)
public	whatsapp_messages	whatsapp_messages_contact_id_fkey	f	true	FOREIGN KEY (contact_id) REFERENCES whatsapp_contacts(id) ON DELETE SET NULL
public	whatsapp_messages	whatsapp_messages_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	whatsapp_messages	whatsapp_messages_pkey	p	true	PRIMARY KEY (id)
public	whatsapp_product_posts	whatsapp_product_posts_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	whatsapp_product_posts	whatsapp_product_posts_published_by_fkey	f	true	FOREIGN KEY (published_by) REFERENCES auth.users(id)
public	whatsapp_product_posts	whatsapp_product_posts_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	whatsapp_product_posts	whatsapp_product_posts_pkey	p	true	PRIMARY KEY (id)
public	whatsapp_risk_state	whatsapp_risk_state_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	whatsapp_risk_state	whatsapp_risk_state_pkey	p	true	PRIMARY KEY (id)
