oid	schema	name	identity_args	return_type	prokind	provolatile	prosecdef	owner	proconfig	language	prosrc_md5	prosrc_len	proacl
135087	public	gbt_bool_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	abf7c178ce639833f9013245a9f458f7	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135088	public	gbt_bool_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	252891089913a329090c13a7eff1e03a	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135089	public	gbt_bool_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	8f1fce1453ce914bc90b9e31af5870ba	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135091	public	gbt_bool_same	gbtreekey2, gbtreekey2, internal	internal	FUNCTION	i	false	supabase_admin		c	6affcd9996e5fa750e3525684a583ce5	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135090	public	gbt_bool_union	internal, internal	gbtreekey2	FUNCTION	i	false	supabase_admin		c	08b772bd51a11936357c18cc5a6e8483	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134857	public	gbt_bpchar_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	76dbb1959cbba074b92416a8d6789490	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134855	public	gbt_bpchar_consistent	internal, character, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	5f211074e31a73243aa13039f69cdd1b	21	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134895	public	gbt_bytea_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	6ed79a6bd12c150a372ec90bba72fba6	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134894	public	gbt_bytea_consistent	internal, bytea, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	bd08bbb206b71cab1fed270d2280fec1	20	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134896	public	gbt_bytea_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	e8d4a643cb184249688910c67f0b3eac	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134897	public	gbt_bytea_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	324c3583547bda333c03282769a6c083	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134899	public	gbt_bytea_same	gbtreekey_var, gbtreekey_var, internal	internal	FUNCTION	i	false	supabase_admin		c	f5f3b8ed32b1e4bc2b8144d6a1186980	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134898	public	gbt_bytea_union	internal, internal	gbtreekey_var	FUNCTION	i	false	supabase_admin		c	ec4dce0a76148a60586db7c54da925ff	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134807	public	gbt_cash_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	c8f50386f25598786c804a6da906ddd2	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134805	public	gbt_cash_consistent	internal, money, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	5bfd21d4f3970fe3e896d4715f6b83d0	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134806	public	gbt_cash_distance	internal, money, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	a67ad1a9ff0f88d3556aa0c80b69afbb	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134808	public	gbt_cash_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	0c6e88888619f543c7593d1d90ebf5fa	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134809	public	gbt_cash_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	b923664a86f8d90a9e9fb6fa6dcdc2ca	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134810	public	gbt_cash_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	06bb65e86058c708a7aec660ca65b2c0	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134812	public	gbt_cash_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	28c42b17618f25bac2ffb41dfa1d328c	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134811	public	gbt_cash_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	464138ae4426fd557d9d09d7511ae0a1	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134754	public	gbt_date_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	b370299af7cf50813973c08ef3853ad9	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134752	public	gbt_date_consistent	internal, date, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	f83142827e633f4e9e3b6202dd4b2c36	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134753	public	gbt_date_distance	internal, date, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	44e562e61fb9f26a098a6e23a328f1af	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134755	public	gbt_date_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	512d49bff26a1bb771066e01db279e8f	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134756	public	gbt_date_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	4522d3a094140c09baa58db70142376a	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134757	public	gbt_date_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	1e980c7ff90cfd30b84fcf965dae013d	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134759	public	gbt_date_same	gbtreekey8, gbtreekey8, internal	internal	FUNCTION	i	false	supabase_admin		c	028ae465a36da2960cf56ccfcd178841	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134758	public	gbt_date_union	internal, internal	gbtreekey8	FUNCTION	i	false	supabase_admin		c	ba4d30001dfc222ad733ff8ef3aa2fda	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134507	public	gbt_decompress	internal	internal	FUNCTION	i	false	supabase_admin		c	59e11b242d92fcb1248165436b21dcf5	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135059	public	gbt_enum_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	192cb5abfc4973ab89d788caea2389ec	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135058	public	gbt_enum_consistent	internal, anyenum, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	ca7532dc5565084a0c53db2d9a2cd01d	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135060	public	gbt_enum_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	3ede550074202fa83467674c6e846f99	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135061	public	gbt_enum_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	fff1a2478ce894ba1c9bc31020c16b67	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135062	public	gbt_enum_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	116be03e32038899242d9ad349e6e2de	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135064	public	gbt_enum_same	gbtreekey8, gbtreekey8, internal	internal	FUNCTION	i	false	supabase_admin		c	a7e9d571bd72ff0799d487964bacc5e0	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135063	public	gbt_enum_union	internal, internal	gbtreekey8	FUNCTION	i	false	supabase_admin		c	c3948c8cf486b4e9581436f204acfd3d	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134612	public	gbt_float4_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	888a893aaba63c847e324f3f920e8ef2	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134610	public	gbt_float4_consistent	internal, real, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	2e2cdd150b9ea2fd1d65b6d2ccbf35f1	21	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134611	public	gbt_float4_distance	internal, real, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	6a02c2ffa11e804008bf8ac1c948a38e	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134613	public	gbt_float4_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	3e979e8dbb7a68e145cbc23273b65608	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134614	public	gbt_float4_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	9f7f3cdddc71f1d2f88761fb1a603bf5	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134615	public	gbt_float4_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	562c951714215976f6d8e0bc83cd761a	20	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134617	public	gbt_float4_same	gbtreekey8, gbtreekey8, internal	internal	FUNCTION	i	false	supabase_admin		c	514b26034fac053e2c0b4c244b11c965	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134616	public	gbt_float4_union	internal, internal	gbtreekey8	FUNCTION	i	false	supabase_admin		c	f1f39c6dabdb6397aa5a07741921afc9	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134638	public	gbt_float8_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	b49686a0aaeb0b28ffff2b5ecee54741	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134636	public	gbt_float8_consistent	internal, double precision, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	a19d7db88f02b87477109e3f22de860a	21	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134637	public	gbt_float8_distance	internal, double precision, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	441f67ab03506f16034abb0c1cc5b6b3	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134639	public	gbt_float8_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	5fe758b66a03d975a48d2c80804295ef	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134640	public	gbt_float8_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	7d4f3fdf23be08b80f4fe26572c50d85	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134641	public	gbt_float8_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	9643b2a534ff52ed6f4c1449739ce9ee	20	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134643	public	gbt_float8_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	e06294bc90bb577f59f4dd7f7be66b22	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134642	public	gbt_float8_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	98b9d1f308bf188b306553aabd17d79c	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134977	public	gbt_inet_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	5f73deaa9eb5c0635bd64eb585ea5b67	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134976	public	gbt_inet_consistent	internal, inet, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	36d9daac03ed3c1b0cd23c1ebd6d7942	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134978	public	gbt_inet_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	8e8c84c1a762980a3ccc90cc91d655b5	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134979	public	gbt_inet_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	d1a64926c4a67ad5aa057e48ea4a57e5	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134981	public	gbt_inet_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	7a6454e92603ff9a700389528452b153	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134980	public	gbt_inet_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	782ba37d0efa46fde9508140c8e71117	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134534	public	gbt_int2_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	8e689ab3938180f4c3a82812e3ceb7e9	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134532	public	gbt_int2_consistent	internal, smallint, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	5d3d20338cdd8b1dd1b716d0b7fe1b20	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134533	public	gbt_int2_distance	internal, smallint, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	1b18f69482d0ccfffc9d24e6833cc116	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134535	public	gbt_int2_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	22809d09c3801a9269f095ffdfbee732	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134536	public	gbt_int2_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	c3daa7326bb2cf9a91ec946a8e46f09e	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134537	public	gbt_int2_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	f0fde684618d8511cbeb7ee12b25f454	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134539	public	gbt_int2_same	gbtreekey4, gbtreekey4, internal	internal	FUNCTION	i	false	supabase_admin		c	3f52d2b718c78605317967df5455e6b9	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134538	public	gbt_int2_union	internal, internal	gbtreekey4	FUNCTION	i	false	supabase_admin		c	db5b663109e2c4088dc93913182f8caa	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134560	public	gbt_int4_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	e4aeb13d147e98757be382ea4d8ea973	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134558	public	gbt_int4_consistent	internal, integer, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	9be10e5d8f86fd5163361f0de10f2814	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134559	public	gbt_int4_distance	internal, integer, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	93d6a241916764584c5daa5e27c6fd4e	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134561	public	gbt_int4_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	cb39e0dcda5770ba36430bbb44249afd	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134562	public	gbt_int4_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	a34e57e9769fd251e1772b7994220353	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134563	public	gbt_int4_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	6fa362382d3d9451e1491b74050a9c20	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134565	public	gbt_int4_same	gbtreekey8, gbtreekey8, internal	internal	FUNCTION	i	false	supabase_admin		c	2a585782a2bc20b6bfd567258221758c	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134564	public	gbt_int4_union	internal, internal	gbtreekey8	FUNCTION	i	false	supabase_admin		c	8fccc6d938f74efa14807469982f19b2	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134586	public	gbt_int8_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	b9e5b5783de00a79dffbf27b07e03ed0	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134584	public	gbt_int8_consistent	internal, bigint, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	3dac7564f78804ec4d9b411ece64abd2	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134585	public	gbt_int8_distance	internal, bigint, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	7e8e63d20ce39846dd3bbc795ae9a511	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134587	public	gbt_int8_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	31061f1b43766b7ecb150d1b065b922d	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134588	public	gbt_int8_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	87ad9c7cc77c999350aa4049f9d844e7	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134589	public	gbt_int8_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	e97615b3945abc4affdfe70cc30d3000	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134591	public	gbt_int8_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	58a769820465cc9ae86df9024ffc22d1	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134590	public	gbt_int8_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	362fa638f5af4198e050aa1ce4f687b8	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134780	public	gbt_intv_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	9a8589b4e2cc55724cac0c1ee6a98412	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134778	public	gbt_intv_consistent	internal, interval, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	5379c948b105caab4801943f1edc7ab8	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134781	public	gbt_intv_decompress	internal	internal	FUNCTION	i	false	supabase_admin		c	c1c0144d6f29a2f82b1e403e67694b32	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134779	public	gbt_intv_distance	internal, interval, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	404d22269730e4f26d0a41cd8592fe3a	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134782	public	gbt_intv_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	89320ec81bfd80fddea68a211a1f08a2	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134783	public	gbt_intv_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	f2294b33226b16ee6b19794ac509b308	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134784	public	gbt_intv_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	3be6dd5b6b663313fed987fa6fb25488	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134786	public	gbt_intv_same	gbtreekey32, gbtreekey32, internal	internal	FUNCTION	i	false	supabase_admin		c	f671a03d1f498710d2f694f23c0e0a9f	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134785	public	gbt_intv_union	internal, internal	gbtreekey32	FUNCTION	i	false	supabase_admin		c	45dd1efa1f158aab55d113763accc95e	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
