oid	schema	name	identity_args	return_type	prokind	provolatile	prosecdef	owner	proconfig	language	prosrc_md5	prosrc_len	proacl
135036	public	gbt_macad8_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	fe1606b464ed4be2a9d8601f3839dc9c	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135035	public	gbt_macad8_consistent	internal, macaddr8, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	48c35c7954feadbb811ed754da6c32c1	21	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135037	public	gbt_macad8_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	b8c0246bc124d763d5f26a3ee92a74bc	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135038	public	gbt_macad8_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	6b41d25d0f422201aa7c56fc051b8e31	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135039	public	gbt_macad8_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	66eafaf0d97829e0736c8921846c4af3	20	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135041	public	gbt_macad8_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	ee8c2cb89bd2e65104c1a7a6370bac86	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135040	public	gbt_macad8_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	d07e39b9753a0c5921884548c6793b34	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134832	public	gbt_macad_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	b191fc3b60d3dc01264fa6a8d828864c	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134831	public	gbt_macad_consistent	internal, macaddr, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	9289e2dd70888364a9129e1937658fc8	20	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134833	public	gbt_macad_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	3a4f4e43d9ce682eb4cae6b8a16ac2dc	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134834	public	gbt_macad_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	2352699ee4110772db7e487c9c6b3438	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134835	public	gbt_macad_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	04abbe5c1801e67fc1a151a7d1984999	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134837	public	gbt_macad_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	b217d4c6a823df47625536138448273f	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134836	public	gbt_macad_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	ccba960f35f78c345ca4a953f427c813	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134917	public	gbt_numeric_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	aa51b3d81aceac64864832252955940c	20	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134916	public	gbt_numeric_consistent	internal, numeric, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	c03c52fb01c0c4692f3692ff1bacc686	22	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134918	public	gbt_numeric_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	d6d70b66647ff91894c8b92bba813db8	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134919	public	gbt_numeric_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	d76fd72bc92c9b1ef60d1de21ec9e796	21	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134921	public	gbt_numeric_same	gbtreekey_var, gbtreekey_var, internal	internal	FUNCTION	i	false	supabase_admin		c	7f24092a2ba000517ad37cc6517baf1c	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134920	public	gbt_numeric_union	internal, internal	gbtreekey_var	FUNCTION	i	false	supabase_admin		c	d314f0eced439e90045699aa17861e03	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134506	public	gbt_oid_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	732afaf305d4f417c4cf5db0c3bc0f23	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134503	public	gbt_oid_consistent	internal, oid, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	dd55203bb053d894f332ab32cd797e81	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134504	public	gbt_oid_distance	internal, oid, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	e1605f622b9c0c4353c304a66189e79b	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134505	public	gbt_oid_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	b170eb7f24d67b67a728326d4b01cb10	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134510	public	gbt_oid_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	bcd9cb9619f4e8e465119557e028dd3f	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134511	public	gbt_oid_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	9d59d62bf218671c206c5a0fc99e8d03	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134513	public	gbt_oid_same	gbtreekey8, gbtreekey8, internal	internal	FUNCTION	i	false	supabase_admin		c	b7439f5acbfc90da616f215b5fa98492	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134512	public	gbt_oid_union	internal, internal	gbtreekey8	FUNCTION	i	false	supabase_admin		c	5757cea442b4a6568875ead13deb3a90	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134856	public	gbt_text_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	4cafb50ad59a6445a0213258445908b8	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134854	public	gbt_text_consistent	internal, text, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	d701781f1989c1575390902d0620b167	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134858	public	gbt_text_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	aebd195b135207e27deffdbc4b945f3d	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134859	public	gbt_text_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	7aac3bbbb28ef023d28fd70171d46ecd	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134861	public	gbt_text_same	gbtreekey_var, gbtreekey_var, internal	internal	FUNCTION	i	false	supabase_admin		c	f6b593c2141e882e2fd3768e228ad1bf	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134860	public	gbt_text_union	internal, internal	gbtreekey_var	FUNCTION	i	false	supabase_admin		c	3b98d44d8eed7b1635f7649998a1c601	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134712	public	gbt_time_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	47f6f6d7321b4278b3c82a93a42e0720	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134709	public	gbt_time_consistent	internal, time without time zone, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	ed8a5c9ea5d5439d44e7e5b727f34730	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134710	public	gbt_time_distance	internal, time without time zone, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	91afb765291ff3114b8a770aed366894	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134714	public	gbt_time_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	d09f1e07aeb92ae2e077e62801258b75	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134715	public	gbt_time_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	5200b734bedfcf514557aa8c3d102309	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134716	public	gbt_time_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	c459b1a98952cb87dbe9dc21e7dfdfa9	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134718	public	gbt_time_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	3cb63778b4e4c2cbc7c2f3126198aeaa	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134717	public	gbt_time_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	7d3e359536aa378a5bc4a9d59c48caa7	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134713	public	gbt_timetz_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	5bb7fc668c1beac4d39297f3b0e52881	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134711	public	gbt_timetz_consistent	internal, time with time zone, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	4adebfd6169cf3aa4c847bc6f90e2a73	21	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134666	public	gbt_ts_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	57340326372754a66f0a76ec89ca65c7	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134662	public	gbt_ts_consistent	internal, timestamp without time zone, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	129c868da7e3c4a0491e70b514f3753b	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134663	public	gbt_ts_distance	internal, timestamp without time zone, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	db22dca96984ecb19d93162a70524054	15	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134668	public	gbt_ts_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	55cb8087a37875a63f866a2123a8cbd5	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134669	public	gbt_ts_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	20c2a7e75a2240d7889f8680b81520b0	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134670	public	gbt_ts_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	8eabcb6214a15cbb4f4a1cee4fcc2765	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134672	public	gbt_ts_same	gbtreekey16, gbtreekey16, internal	internal	FUNCTION	i	false	supabase_admin		c	f428ee7a3856b80d203b6a0c2cc6ab0c	11	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134671	public	gbt_ts_union	internal, internal	gbtreekey16	FUNCTION	i	false	supabase_admin		c	1e726d3c09e7272724fd08b39df8d1e4	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134667	public	gbt_tstz_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	ab22f6df5d528becaebbdece5ee66ec1	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134664	public	gbt_tstz_consistent	internal, timestamp with time zone, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	b8861ab86f918b9644795bb07ca5f469	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134665	public	gbt_tstz_distance	internal, timestamp with time zone, smallint, oid, internal	double precision	FUNCTION	i	false	supabase_admin		c	1d6585dd2397d6d2697a2e3e0c83208f	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135014	public	gbt_uuid_compress	internal	internal	FUNCTION	i	false	supabase_admin		c	62f971abeadf3003a07c50230a501348	17	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135012	public	gbt_uuid_consistent	internal, uuid, smallint, oid, internal	boolean	FUNCTION	i	false	supabase_admin		c	d7531ebad1116a09e0a44640cb312938	19	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135013	public	gbt_uuid_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	277131c172b9b34dd2e34bd633f2b7ef	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135015	public	gbt_uuid_penalty	internal, internal, internal	internal	FUNCTION	i	false	supabase_admin		c	a517fd8d68c0acf48fe815e120674626	16	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135016	public	gbt_uuid_picksplit	internal, internal	internal	FUNCTION	i	false	supabase_admin		c	6959e67d7b34dcdf17784dcbd26c3190	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135018	public	gbt_uuid_same	gbtreekey32, gbtreekey32, internal	internal	FUNCTION	i	false	supabase_admin		c	a2fdf27ab5acd04fd9fc85408bdb53ec	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135017	public	gbt_uuid_union	internal, internal	gbtreekey32	FUNCTION	i	false	supabase_admin		c	02942dd56299bb968daec39032b51cd4	14	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134508	public	gbt_var_decompress	internal	internal	FUNCTION	i	false	supabase_admin		c	ccb6a57b982d2f25ac531bc2d0a83bb1	18	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134509	public	gbt_var_fetch	internal	internal	FUNCTION	i	false	supabase_admin		c	0574356c843636b49182bc6047dce549	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134468	public	gbtreekey16_in	cstring	gbtreekey16	FUNCTION	i	false	supabase_admin		c	3ae07a716761d2fb692f9b07efc1e53e	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134469	public	gbtreekey16_out	gbtreekey16	cstring	FUNCTION	i	false	supabase_admin		c	6712805062db109a94ce544bbe7067cc	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135082	public	gbtreekey2_in	cstring	gbtreekey2	FUNCTION	i	false	supabase_admin		c	3ae07a716761d2fb692f9b07efc1e53e	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
135083	public	gbtreekey2_out	gbtreekey2	cstring	FUNCTION	i	false	supabase_admin		c	6712805062db109a94ce544bbe7067cc	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134472	public	gbtreekey32_in	cstring	gbtreekey32	FUNCTION	i	false	supabase_admin		c	3ae07a716761d2fb692f9b07efc1e53e	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134473	public	gbtreekey32_out	gbtreekey32	cstring	FUNCTION	i	false	supabase_admin		c	6712805062db109a94ce544bbe7067cc	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134460	public	gbtreekey4_in	cstring	gbtreekey4	FUNCTION	i	false	supabase_admin		c	3ae07a716761d2fb692f9b07efc1e53e	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134461	public	gbtreekey4_out	gbtreekey4	cstring	FUNCTION	i	false	supabase_admin		c	6712805062db109a94ce544bbe7067cc	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134464	public	gbtreekey8_in	cstring	gbtreekey8	FUNCTION	i	false	supabase_admin		c	3ae07a716761d2fb692f9b07efc1e53e	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134465	public	gbtreekey8_out	gbtreekey8	cstring	FUNCTION	i	false	supabase_admin		c	6712805062db109a94ce544bbe7067cc	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134476	public	gbtreekey_var_in	cstring	gbtreekey_var	FUNCTION	i	false	supabase_admin		c	3ae07a716761d2fb692f9b07efc1e53e	12	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
134477	public	gbtreekey_var_out	gbtreekey_var	cstring	FUNCTION	i	false	supabase_admin		c	6712805062db109a94ce544bbe7067cc	13	=X/supabase_admin,supabase_admin=X/supabase_admin,postgres=X/supabase_admin,anon=X/supabase_admin,authenticated=X/supabase_admin,service_role=X/supabase_admin
137812	public	generate_bulk_confirmation_token	p_store_ids uuid[], p_action text, p_user_id uuid	text	FUNCTION	v	true	postgres	search_path=public	plpgsql	d2047bda7ff1c278ea655d6a1dd01158	1212	postgres=X/postgres,service_role=X/postgres
137813	public	generate_bulk_override_token	p_confirmation_token text, p_override_user_id uuid, p_reason text	text	FUNCTION	v	true	postgres	search_path=public	plpgsql	ac4682362f7c1fde6fb7a3ad40c630d1	2177	postgres=X/postgres,service_role=X/postgres
137574	public	generate_confirmation_token	p_session_id uuid	text	FUNCTION	v	true	postgres	search_path=public	plpgsql	d59c40988daf61098968bc0b7398c19b	861	postgres=X/postgres,service_role=X/postgres
142598	public	generate_internal_barcode		text	FUNCTION	v	true	postgres	search_path=public, pg_temp	plpgsql	2bc7b177d042f4a825a6c378f34ad0b9	373	postgres=X/postgres,service_role=X/postgres
20172	public	generate_inventory_snapshot	p_store_id uuid	void	FUNCTION	v	true	postgres	search_path=public, extensions	plpgsql	b25a3995e19ceb8937fb8e7448f072ad	208	postgres=X/postgres,service_role=X/postgres
134328	public	generate_production_order_number		trigger	FUNCTION	v	false	postgres		plpgsql	209220c0ccd0b12cdcde7c6095bf0fa3	256	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
131405	public	get_ai_api_key	p_user_id uuid, p_provider text	text	FUNCTION	v	true	postgres	search_path=public, extensions	plpgsql	2002b9e6ee55070e254d9d9338b920bf	547	postgres=X/postgres,service_role=X/postgres
48498	public	get_audit_logs	p_store_id uuid, p_search_term text, p_date_from timestamp without time zone, p_date_to timestamp without time zone, p_limit integer	TABLE(id uuid, created_at timestamp with time zone, user_id uuid, action text, table_name text, record_id text, old_data jsonb, new_data jsonb, metadata jsonb, store_id uuid, store_name text, profile jsonb)	FUNCTION	v	true	postgres	search_path=public, extensions	plpgsql	f93ce9494a16d05f2b98ff6bcad9c5c1	20247	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
137493	public	get_available_stock	p_store_id uuid, p_product_id uuid	jsonb	FUNCTION	s	true	postgres	search_path=public	plpgsql	24dd2f22ea845ee6669c075ca57a64bd	694	postgres=X/postgres,service_role=X/postgres
137559	public	get_backup_table_list	p_include_excluded boolean	TABLE(table_name text, tier integer, filter_strategy text, parent_table text, parent_foreign_key text, date_column text, excluded_from_restore boolean, exclude_reason text)	FUNCTION	v	true	postgres	search_path=public	sql	a61a29e31dcdb4cfdb1ce2062157c13d	297	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
131903	public	get_batch_store_daily_kpis	p_store_ids uuid[], p_date date	TABLE(store_id uuid, today_sales numeric, today_transactions bigint, low_stock_count bigint, pending_transfers_out bigint, pending_receptions bigint, visible_products bigint)	FUNCTION	s	true	postgres	search_path=public	plpgsql	2b2c8e871a23e36e38886e629595e5a4	2599	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
130869	public	get_cash_closures	p_store_id uuid, p_date_from date, p_date_to date, p_limit integer	jsonb	FUNCTION	v	true	postgres	search_path=public, pg_temp	plpgsql	e9fd38d0729efd58285f5f55a9f0a37a	854	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
137379	public	get_cash_report	p_store_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone, p_include_all_dates boolean	json	FUNCTION	v	false	postgres		plpgsql	18b7302ed3866de23ff460bb87e0f680	4271	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
33592	public	get_current_user_store_id		uuid	FUNCTION	s	true	postgres	search_path=public, extensions	plpgsql	6c8c48f9d7b32c67837635b9e2ee347b	57	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
130872	public	get_daily_expenses_aggregated	p_store_id uuid, p_date_from date, p_date_to date, p_limit integer	jsonb	FUNCTION	v	true	postgres	search_path=public, pg_temp	plpgsql	07d8512daa61837dd7a493adf5ae693a	554	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
130871	public	get_daily_income_aggregated	p_store_id uuid, p_date_from timestamp with time zone, p_date_to timestamp with time zone, p_limit integer	jsonb	FUNCTION	v	true	postgres	search_path=public, pg_temp	plpgsql	d7a5d075b276dbb8dd998f65ce33a5d4	572	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
51374	public	get_dashboard_kpis	p_store_id uuid, p_date_from timestamp with time zone, p_date_to timestamp with time zone	TABLE(total_sales numeric, total_cost numeric, total_profit numeric, transaction_count bigint, avg_ticket numeric, total_cash numeric, total_card numeric)	FUNCTION	v	false	postgres	search_path=public, extensions	plpgsql	f7ec1096ff41d07e2a7af6406540074a	2034	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
132485	public	get_global_max_operation_date	p_store_id uuid	timestamp with time zone	FUNCTION	v	true	postgres	search_path=public	sql	bcf22693fd3e66480110e33a467f5c51	115	postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres
