# REM-INV-4 addendum — LIVE indexes (public)
# columns: schema	table	index	definition
public	abc_classifications	abc_classifications_pkey	CREATE UNIQUE INDEX abc_classifications_pkey ON public.abc_classifications USING btree (id)
public	abc_classifications	idx_abc_store_class	CREATE INDEX idx_abc_store_class ON public.abc_classifications USING btree (store_id, classification)
public	abc_classifications	idx_abc_store_period	CREATE INDEX idx_abc_store_period ON public.abc_classifications USING btree (store_id, period_year, period_month)
public	abc_classifications	uq_abc_store_product_period	CREATE UNIQUE INDEX uq_abc_store_product_period ON public.abc_classifications USING btree (store_id, product_id, period_year, period_month)
public	ai_api_keys	ai_api_keys_pkey	CREATE UNIQUE INDEX ai_api_keys_pkey ON public.ai_api_keys USING btree (id)
public	ai_api_keys	ai_api_keys_user_id_idx	CREATE INDEX ai_api_keys_user_id_idx ON public.ai_api_keys USING btree (user_id)
public	audit_events	audit_events_pkey	CREATE UNIQUE INDEX audit_events_pkey ON public.audit_events USING btree (id)
public	audit_events	idx_audit_events_seq_id	CREATE INDEX idx_audit_events_seq_id ON public.audit_events USING btree (seq_id)
public	audit_events	idx_audit_events_tenant_id	CREATE INDEX idx_audit_events_tenant_id ON public.audit_events USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	audit_logs	audit_logs_pkey	CREATE UNIQUE INDEX audit_logs_pkey ON public.audit_logs USING btree (id)
public	audit_logs	idx_audit_logs_created_at	CREATE INDEX idx_audit_logs_created_at ON public.audit_logs USING btree (created_at DESC)
public	audit_logs	idx_audit_logs_store_created	CREATE INDEX idx_audit_logs_store_created ON public.audit_logs USING btree (store_id, created_at DESC) WHERE (store_id IS NOT NULL)
public	audit_logs	idx_audit_logs_store_id	CREATE INDEX idx_audit_logs_store_id ON public.audit_logs USING btree (store_id)
public	audit_logs	idx_audit_logs_table	CREATE INDEX idx_audit_logs_table ON public.audit_logs USING btree (table_name)
public	audit_logs	idx_audit_logs_trace_id	CREATE INDEX idx_audit_logs_trace_id ON public.audit_logs USING btree (trace_id) WHERE (trace_id IS NOT NULL)
public	audit_logs	idx_audit_logs_user	CREATE INDEX idx_audit_logs_user ON public.audit_logs USING btree (user_id)
public	backup_table_registry	backup_table_registry_pkey	CREATE UNIQUE INDEX backup_table_registry_pkey ON public.backup_table_registry USING btree (id)
public	backup_table_registry	backup_table_registry_table_name_key	CREATE UNIQUE INDEX backup_table_registry_table_name_key ON public.backup_table_registry USING btree (table_name)
public	backup_table_registry	idx_backup_registry_active	CREATE INDEX idx_backup_registry_active ON public.backup_table_registry USING btree (table_name) WHERE (excluded_from_restore = false)
public	backup_table_registry	idx_backup_registry_tier	CREATE INDEX idx_backup_registry_tier ON public.backup_table_registry USING btree (tier, table_name) WHERE (excluded_from_restore = false)
public	backup_table_registry	idx_backup_registry_truth	CREATE INDEX idx_backup_registry_truth ON public.backup_table_registry USING btree (source_of_truth) WHERE (excluded_from_restore = false)
public	bank_statement_items	bank_statement_items_pkey	CREATE UNIQUE INDEX bank_statement_items_pkey ON public.bank_statement_items USING btree (id)
public	bank_statement_items	idx_bank_items_matched	CREATE INDEX idx_bank_items_matched ON public.bank_statement_items USING btree (matched_transaction_id) WHERE (matched_transaction_id IS NOT NULL)
public	bank_statement_items	idx_bank_items_stmt	CREATE INDEX idx_bank_items_stmt ON public.bank_statement_items USING btree (bank_statement_id)
public	bank_statement_items	idx_bank_items_unmatched	CREATE INDEX idx_bank_items_unmatched ON public.bank_statement_items USING btree (bank_statement_id) WHERE (is_matched = false)
public	bank_statements	bank_statements_pkey	CREATE UNIQUE INDEX bank_statements_pkey ON public.bank_statements USING btree (id)
public	bank_statements	idx_bank_stmt_store_date	CREATE INDEX idx_bank_stmt_store_date ON public.bank_statements USING btree (store_id, statement_date DESC)
public	bulk_confirmation_tokens	bulk_confirmation_tokens_pkey	CREATE UNIQUE INDEX bulk_confirmation_tokens_pkey ON public.bulk_confirmation_tokens USING btree (id)
public	bulk_confirmation_tokens	bulk_confirmation_tokens_token_key	CREATE UNIQUE INDEX bulk_confirmation_tokens_token_key ON public.bulk_confirmation_tokens USING btree (token)
public	bulk_confirmation_tokens	idx_bulk_tokens_cleanup	CREATE INDEX idx_bulk_tokens_cleanup ON public.bulk_confirmation_tokens USING btree (expires_at) WHERE (consumed_at IS NULL)
public	bulk_confirmation_tokens	idx_bulk_tokens_token	CREATE INDEX idx_bulk_tokens_token ON public.bulk_confirmation_tokens USING btree (token) WHERE (consumed_at IS NULL)
public	bulk_ops_log	bulk_ops_log_pkey	CREATE UNIQUE INDEX bulk_ops_log_pkey ON public.bulk_ops_log USING btree (id)
public	bulk_ops_log	idx_bulk_ops_log_cleanup	CREATE INDEX idx_bulk_ops_log_cleanup ON public.bulk_ops_log USING btree (initiated_at)
public	bulk_ops_log	idx_bulk_ops_log_tenant_id	CREATE INDEX idx_bulk_ops_log_tenant_id ON public.bulk_ops_log USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	bulk_ops_log	idx_bulk_ops_log_user_hour	CREATE INDEX idx_bulk_ops_log_user_hour ON public.bulk_ops_log USING btree (user_id, initiated_at DESC)
public	business_events	business_events_pkey	CREATE UNIQUE INDEX business_events_pkey ON public.business_events USING btree (id)
public	business_events	idx_business_events_created_at	CREATE INDEX idx_business_events_created_at ON public.business_events USING btree (created_at)
public	business_events	idx_business_events_entity_id	CREATE INDEX idx_business_events_entity_id ON public.business_events USING btree (entity_id)
public	business_events	idx_business_events_event_type	CREATE INDEX idx_business_events_event_type ON public.business_events USING btree (event_type)
public	cash_closures	cash_closures_pkey	CREATE UNIQUE INDEX cash_closures_pkey ON public.cash_closures USING btree (id)
public	cash_closures	idx_cash_closures_created	CREATE INDEX idx_cash_closures_created ON public.cash_closures USING btree (created_at DESC)
public	cash_closures	idx_cash_closures_store_created	CREATE INDEX idx_cash_closures_store_created ON public.cash_closures USING btree (store_id, created_at DESC)
public	cash_closures	idx_cash_closures_store_id	CREATE INDEX idx_cash_closures_store_id ON public.cash_closures USING btree (store_id)
public	cash_closures	idx_cash_closures_user	CREATE INDEX idx_cash_closures_user ON public.cash_closures USING btree (user_id)
public	cash_closures	one_pending_cash_closure_per_store	CREATE UNIQUE INDEX one_pending_cash_closure_per_store ON public.cash_closures USING btree (store_id) WHERE (status = 'pendiente'::text)
public	cash_movements	cash_movements_pkey	CREATE UNIQUE INDEX cash_movements_pkey ON public.cash_movements USING btree (id)
public	cash_movements	idx_cash_movements_session	CREATE INDEX idx_cash_movements_session ON public.cash_movements USING btree (session_id)
public	cash_movements	idx_cash_movements_session_id	CREATE INDEX idx_cash_movements_session_id ON public.cash_movements USING btree (session_id)
public	cash_register_sessions	cash_register_sessions_pkey	CREATE UNIQUE INDEX cash_register_sessions_pkey ON public.cash_register_sessions USING btree (id)
public	cash_register_sessions	idx_cash_register_sessions_cashier_id	CREATE INDEX idx_cash_register_sessions_cashier_id ON public.cash_register_sessions USING btree (cashier_id)
public	cash_register_sessions	idx_cash_register_sessions_store_id	CREATE INDEX idx_cash_register_sessions_store_id ON public.cash_register_sessions USING btree (store_id)
public	cash_sessions	cash_sessions_pkey	CREATE UNIQUE INDEX cash_sessions_pkey ON public.cash_sessions USING btree (id)
public	cash_sessions	idx_cash_sessions_cashier	CREATE INDEX idx_cash_sessions_cashier ON public.cash_sessions USING btree (cashier_id)
public	cash_sessions	idx_cash_sessions_store	CREATE INDEX idx_cash_sessions_store ON public.cash_sessions USING btree (store_id)
public	categories	categories_name_key	CREATE UNIQUE INDEX categories_name_key ON public.categories USING btree (name)
public	categories	categories_pkey	CREATE UNIQUE INDEX categories_pkey ON public.categories USING btree (id)
public	categories	idx_categories_store	CREATE INDEX idx_categories_store ON public.categories USING btree (store_id)
public	categories	idx_categories_store_name	CREATE UNIQUE INDEX idx_categories_store_name ON public.categories USING btree (store_id, name) WHERE (store_id IS NOT NULL)
public	commission_payments	commission_payments_pkey	CREATE UNIQUE INDEX commission_payments_pkey ON public.commission_payments USING btree (id)
public	commission_payments	commission_payments_store_worker_status_idx	CREATE INDEX commission_payments_store_worker_status_idx ON public.commission_payments USING btree (store_id, worker_id, status, period_start DESC)
public	commission_payments	commission_payments_worker_period_unique_idx	CREATE UNIQUE INDEX commission_payments_worker_period_unique_idx ON public.commission_payments USING btree (worker_id, period_start, period_end) WHERE (status <> 'cancelled'::text)
public	commission_payments	commission_payments_worker_status_idx	CREATE INDEX commission_payments_worker_status_idx ON public.commission_payments USING btree (worker_id, status, period_start DESC)
public	commission_payments	idx_commission_payments_store_paid	CREATE INDEX idx_commission_payments_store_paid ON public.commission_payments USING btree (store_id, paid_at DESC)
public	commission_payments	idx_commission_payments_store_status	CREATE INDEX idx_commission_payments_store_status ON public.commission_payments USING btree (store_id, status, period_end) WHERE (status = ANY (ARRAY['approved'::text, 'paid'::text]))
public	commission_payments	idx_commission_payments_store_status_due_date	CREATE INDEX idx_commission_payments_store_status_due_date ON public.commission_payments USING btree (store_id, status, due_date) WHERE (status = ANY (ARRAY['approved'::text, 'paid'::text]))
public	commission_payments	idx_commission_payments_tenant_id	CREATE INDEX idx_commission_payments_tenant_id ON public.commission_payments USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	commission_payments	no_overlapping_periods	CREATE INDEX no_overlapping_periods ON public.commission_payments USING gist (worker_id, daterange(period_start, period_end, '[]'::text)) WHERE (status <> 'cancelled'::text)
public	commission_reception_links	commission_reception_links_pkey	CREATE UNIQUE INDEX commission_reception_links_pkey ON public.commission_reception_links USING btree (id)
public	commission_reception_links	idx_commission_reception_links_payment	CREATE INDEX idx_commission_reception_links_payment ON public.commission_reception_links USING btree (commission_payment_id)
public	commission_reception_links	idx_commission_reception_links_product	CREATE INDEX idx_commission_reception_links_product ON public.commission_reception_links USING btree (product_id)
public	commission_reception_links	idx_commission_reception_links_receipt	CREATE INDEX idx_commission_reception_links_receipt ON public.commission_reception_links USING btree (receipt_id)
public	commission_reception_links	idx_commission_reception_links_unique	CREATE UNIQUE INDEX idx_commission_reception_links_unique ON public.commission_reception_links USING btree (receipt_id, product_id) WHERE (product_id IS NOT NULL)
public	commission_rule_products	commission_rule_products_pkey	CREATE UNIQUE INDEX commission_rule_products_pkey ON public.commission_rule_products USING btree (id)
public	commission_rule_products	commission_rule_products_rule_id_product_id_key	CREATE UNIQUE INDEX commission_rule_products_rule_id_product_id_key ON public.commission_rule_products USING btree (rule_id, product_id)
public	commission_rule_products	idx_commission_rule_products_mode	CREATE INDEX idx_commission_rule_products_mode ON public.commission_rule_products USING btree (commission_mode) WHERE (commission_mode IS NOT NULL)
public	commission_rule_products	idx_commission_rule_products_product	CREATE INDEX idx_commission_rule_products_product ON public.commission_rule_products USING btree (product_id)
public	commission_rule_products	idx_commission_rule_products_rule	CREATE INDEX idx_commission_rule_products_rule ON public.commission_rule_products USING btree (rule_id)
public	commission_rule_versions	commission_rule_versions_pkey	CREATE UNIQUE INDEX commission_rule_versions_pkey ON public.commission_rule_versions USING btree (id)
public	commission_rule_versions	commission_rule_versions_rule_id_version_key	CREATE UNIQUE INDEX commission_rule_versions_rule_id_version_key ON public.commission_rule_versions USING btree (rule_id, version)
public	commission_rule_versions	commission_rule_versions_rule_idx	CREATE INDEX commission_rule_versions_rule_idx ON public.commission_rule_versions USING btree (rule_id, version DESC)
public	commission_rules	commission_rules_pkey	CREATE UNIQUE INDEX commission_rules_pkey ON public.commission_rules USING btree (id)
public	commission_rules	commission_rules_store_valid_idx	CREATE INDEX commission_rules_store_valid_idx ON public.commission_rules USING btree (store_id, valid_from DESC, valid_to)
public	commission_rules	commission_rules_store_worker_idx	CREATE INDEX commission_rules_store_worker_idx ON public.commission_rules USING btree (store_id, worker_id, priority DESC)
public	commission_rules	idx_commission_rules_product_mode	CREATE INDEX idx_commission_rules_product_mode ON public.commission_rules USING btree (product_commission_mode) WHERE (product_commission_mode IS NOT NULL)
public	commission_rules	idx_commission_rules_tenant_id	CREATE INDEX idx_commission_rules_tenant_id ON public.commission_rules USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	cost_sheet_templates	cost_sheet_templates_pkey	CREATE UNIQUE INDEX cost_sheet_templates_pkey ON public.cost_sheet_templates USING btree (id)
public	cost_sheets	cost_sheets_pkey	CREATE UNIQUE INDEX cost_sheets_pkey ON public.cost_sheets USING btree (id)
public	customers	customers_pkey	CREATE UNIQUE INDEX customers_pkey ON public.customers USING btree (id)
public	customers	idx_customers_store	CREATE INDEX idx_customers_store ON public.customers USING btree (store_id)
public	customers	idx_customers_store_name	CREATE INDEX idx_customers_store_name ON public.customers USING btree (store_id, name)
public	devolution_items	devolution_items_pkey	CREATE UNIQUE INDEX devolution_items_pkey ON public.devolution_items USING btree (id)
public	devolution_items	idx_devolution_items_dev	CREATE INDEX idx_devolution_items_dev ON public.devolution_items USING btree (devolution_id)
public	devolution_items	idx_devolution_items_prod	CREATE INDEX idx_devolution_items_prod ON public.devolution_items USING btree (product_id)
public	devolutions	devolutions_idempotency_key_idx	CREATE UNIQUE INDEX devolutions_idempotency_key_idx ON public.devolutions USING btree (idempotency_key) WHERE (idempotency_key IS NOT NULL)
public	devolutions	devolutions_pkey	CREATE UNIQUE INDEX devolutions_pkey ON public.devolutions USING btree (id)
public	devolutions	idx_devolutions_number	CREATE UNIQUE INDEX idx_devolutions_number ON public.devolutions USING btree (store_id, devolution_number)
public	devolutions	idx_devolutions_store_date	CREATE INDEX idx_devolutions_store_date ON public.devolutions USING btree (store_id, processed_at DESC)
public	devolutions	idx_devolutions_transaction	CREATE INDEX idx_devolutions_transaction ON public.devolutions USING btree (original_transaction_id)
public	document_sequences	document_sequences_pkey	CREATE UNIQUE INDEX document_sequences_pkey ON public.document_sequences USING btree (id)
public	document_sequences	document_sequences_store_type_year_idx	CREATE UNIQUE INDEX document_sequences_store_type_year_idx ON public.document_sequences USING btree (store_id, document_type, year)
public	exchange_rate_audit	exchange_rate_audit_pkey	CREATE UNIQUE INDEX exchange_rate_audit_pkey ON public.exchange_rate_audit USING btree (id)
public	exchange_rate_audit	idx_exchange_rate_audit_actor	CREATE INDEX idx_exchange_rate_audit_actor ON public.exchange_rate_audit USING btree (actor_id, created_at DESC)
public	exchange_rate_audit	idx_exchange_rate_audit_currency_date	CREATE INDEX idx_exchange_rate_audit_currency_date ON public.exchange_rate_audit USING btree (currency, rate_date DESC)
public	exchange_rates	exchange_rates_pkey	CREATE UNIQUE INDEX exchange_rates_pkey ON public.exchange_rates USING btree (id)
public	exchange_rates	exchange_rates_rate_date_currency_source_seg_key	CREATE UNIQUE INDEX exchange_rates_rate_date_currency_source_seg_key ON public.exchange_rates USING btree (rate_date, currency, source, segment)
public	exchange_rates	idx_exchange_rates_capture_method	CREATE INDEX idx_exchange_rates_capture_method ON public.exchange_rates USING btree (capture_method)
public	exchange_rates	idx_exchange_rates_currency_source	CREATE INDEX idx_exchange_rates_currency_source ON public.exchange_rates USING btree (currency, source)
public	exchange_rates	idx_exchange_rates_date	CREATE INDEX idx_exchange_rates_date ON public.exchange_rates USING btree (rate_date DESC)
public	exchange_rates	idx_exchange_rates_segment	CREATE INDEX idx_exchange_rates_segment ON public.exchange_rates USING btree (segment)
public	exchange_rates	idx_exchange_rates_source_method_date	CREATE INDEX idx_exchange_rates_source_method_date ON public.exchange_rates USING btree (source, capture_method, rate_date DESC)
public	fiscal_closings	fiscal_closings_pkey	CREATE UNIQUE INDEX fiscal_closings_pkey ON public.fiscal_closings USING btree (id)
public	fiscal_closings	idx_fiscal_closings_store_period	CREATE INDEX idx_fiscal_closings_store_period ON public.fiscal_closings USING btree (store_id, period_year, period_month)
public	fiscal_closings	uq_fiscal_closings_store_period	CREATE UNIQUE INDEX uq_fiscal_closings_store_period ON public.fiscal_closings USING btree (store_id, period_year, period_month)
public	idempotency_keys	idempotency_keys_pkey	CREATE UNIQUE INDEX idempotency_keys_pkey ON public.idempotency_keys USING btree (id)
public	idempotency_keys	idx_idempotency_keys_user_id	CREATE INDEX idx_idempotency_keys_user_id ON public.idempotency_keys USING btree (user_id)
public	idempotency_registry	idempotency_registry_pkey	CREATE UNIQUE INDEX idempotency_registry_pkey ON public.idempotency_registry USING btree (id)
public	idempotency_registry	uq_idempotency_key_operation	CREATE UNIQUE INDEX uq_idempotency_key_operation ON public.idempotency_registry USING btree (idempotency_key, operation)
public	inventory	idx_inventory_product_id	CREATE INDEX idx_inventory_product_id ON public.inventory USING btree (product_id)
public	inventory	idx_inventory_quantity	CREATE INDEX idx_inventory_quantity ON public.inventory USING btree (quantity)
public	inventory	idx_inventory_store_id	CREATE INDEX idx_inventory_store_id ON public.inventory USING btree (store_id)
public	inventory	idx_inventory_store_product	CREATE INDEX idx_inventory_store_product ON public.inventory USING btree (store_id, product_id)
public	inventory	idx_inventory_tenant_id	CREATE INDEX idx_inventory_tenant_id ON public.inventory USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	inventory	inventory_pkey	CREATE UNIQUE INDEX inventory_pkey ON public.inventory USING btree (id)
public	inventory	inventory_store_id_product_id_key	CREATE UNIQUE INDEX inventory_store_id_product_id_key ON public.inventory USING btree (store_id, product_id)
public	inventory_adjustment_items	idx_inventory_adjustment_items_adj_id	CREATE INDEX idx_inventory_adjustment_items_adj_id ON public.inventory_adjustment_items USING btree (adjustment_id)
public	inventory_adjustment_items	idx_inventory_adjustment_items_prod_id	CREATE INDEX idx_inventory_adjustment_items_prod_id ON public.inventory_adjustment_items USING btree (product_id)
public	inventory_adjustment_items	inventory_adjustment_items_pkey	CREATE UNIQUE INDEX inventory_adjustment_items_pkey ON public.inventory_adjustment_items USING btree (id)
public	inventory_adjustments	idx_adjustments_reversed	CREATE INDEX idx_adjustments_reversed ON public.inventory_adjustments USING btree (status, reversed_at) WHERE (status = 'reversed'::text)
public	inventory_adjustments	idx_inventory_adjustments_created_by	CREATE INDEX idx_inventory_adjustments_created_by ON public.inventory_adjustments USING btree (created_by)
public	inventory_adjustments	idx_inventory_adjustments_store_created	CREATE INDEX idx_inventory_adjustments_store_created ON public.inventory_adjustments USING btree (store_id, created_at DESC)
public	inventory_adjustments	idx_inventory_adjustments_store_id	CREATE INDEX idx_inventory_adjustments_store_id ON public.inventory_adjustments USING btree (store_id)
public	inventory_adjustments	inventory_adjustments_pkey	CREATE UNIQUE INDEX inventory_adjustments_pkey ON public.inventory_adjustments USING btree (id)
public	inventory_batches	idx_inventory_batches_product_id	CREATE INDEX idx_inventory_batches_product_id ON public.inventory_batches USING btree (product_id)
public	inventory_batches	idx_inventory_batches_store_id	CREATE INDEX idx_inventory_batches_store_id ON public.inventory_batches USING btree (store_id)
public	inventory_batches	inventory_batches_pkey	CREATE UNIQUE INDEX inventory_batches_pkey ON public.inventory_batches USING btree (id)
public	inventory_movements	idx_inventory_movements_product_id	CREATE INDEX idx_inventory_movements_product_id ON public.inventory_movements USING btree (product_id)
public	inventory_movements	idx_inventory_movements_user_id	CREATE INDEX idx_inventory_movements_user_id ON public.inventory_movements USING btree (user_id)
public	inventory_movements	inventory_movements_pkey	CREATE UNIQUE INDEX inventory_movements_pkey ON public.inventory_movements USING btree (id)
public	inventory_reservations	idx_inv_res_reference	CREATE INDEX idx_inv_res_reference ON public.inventory_reservations USING btree (reference_type, reference_id, status)
public	inventory_reservations	idx_inv_res_store_product	CREATE INDEX idx_inv_res_store_product ON public.inventory_reservations USING btree (store_id, product_id, status)
public	inventory_reservations	inventory_reservations_pkey	CREATE UNIQUE INDEX inventory_reservations_pkey ON public.inventory_reservations USING btree (id)
public	inventory_snapshots	idx_inventory_snapshots_product_id	CREATE INDEX idx_inventory_snapshots_product_id ON public.inventory_snapshots USING btree (product_id)
public	inventory_snapshots	idx_inventory_snapshots_snapshot_date	CREATE INDEX idx_inventory_snapshots_snapshot_date ON public.inventory_snapshots USING btree (snapshot_date)
public	inventory_snapshots	idx_inventory_snapshots_store_id	CREATE INDEX idx_inventory_snapshots_store_id ON public.inventory_snapshots USING btree (store_id)
public	inventory_snapshots	inventory_snapshots_pkey	CREATE UNIQUE INDEX inventory_snapshots_pkey ON public.inventory_snapshots USING btree (id)
public	issue_slip_items	issue_slip_items_pkey	CREATE UNIQUE INDEX issue_slip_items_pkey ON public.issue_slip_items USING btree (id)
public	issue_slip_items	issue_slip_items_po_item_idx	CREATE INDEX issue_slip_items_po_item_idx ON public.issue_slip_items USING btree (production_order_item_id) WHERE (production_order_item_id IS NOT NULL)
public	issue_slip_items	issue_slip_items_product_idx	CREATE INDEX issue_slip_items_product_idx ON public.issue_slip_items USING btree (product_id)
public	issue_slip_items	issue_slip_items_slip_idx	CREATE INDEX issue_slip_items_slip_idx ON public.issue_slip_items USING btree (slip_id)
public	issue_slips	issue_slips_pkey	CREATE UNIQUE INDEX issue_slips_pkey ON public.issue_slips USING btree (id)
public	issue_slips	issue_slips_production_order_idx	CREATE INDEX issue_slips_production_order_idx ON public.issue_slips USING btree (production_order_id) WHERE (production_order_id IS NOT NULL)
public	issue_slips	issue_slips_slip_number_store_idx	CREATE UNIQUE INDEX issue_slips_slip_number_store_idx ON public.issue_slips USING btree (slip_number, store_id)
public	issue_slips	issue_slips_store_idx	CREATE INDEX issue_slips_store_idx ON public.issue_slips USING btree (store_id)
public	kardex_entries	idx_kardex_store_date	CREATE INDEX idx_kardex_store_date ON public.kardex_entries USING btree (store_id, created_at DESC)
public	kardex_entries	idx_kardex_store_product_date	CREATE INDEX idx_kardex_store_product_date ON public.kardex_entries USING btree (store_id, product_id, created_at DESC)
public	kardex_entries	kardex_entries_pkey	CREATE UNIQUE INDEX kardex_entries_pkey ON public.kardex_entries USING btree (id)
public	learning_cards	learning_cards_pkey	CREATE UNIQUE INDEX learning_cards_pkey ON public.learning_cards USING btree (id)
public	legal_models	legal_models_pkey	CREATE UNIQUE INDEX legal_models_pkey ON public.legal_models USING btree (id)
public	legal_resolutions	legal_resolutions_pkey	CREATE UNIQUE INDEX legal_resolutions_pkey ON public.legal_resolutions USING btree (id)
public	migration_history_snapshots	idx_migration_snapshots_migration_id	CREATE INDEX idx_migration_snapshots_migration_id ON public.migration_history_snapshots USING btree (migration_id)
public	migration_history_snapshots	migration_history_snapshots_pkey	CREATE UNIQUE INDEX migration_history_snapshots_pkey ON public.migration_history_snapshots USING btree (id)
public	ofertas	idx_ofertas_created_by	CREATE INDEX idx_ofertas_created_by ON public.ofertas USING btree (created_by)
public	ofertas	idx_ofertas_status	CREATE INDEX idx_ofertas_status ON public.ofertas USING btree (status)
public	ofertas	idx_ofertas_store_id	CREATE INDEX idx_ofertas_store_id ON public.ofertas USING btree (store_id)
public	ofertas	ofertas_pkey	CREATE UNIQUE INDEX ofertas_pkey ON public.ofertas USING btree (id)
public	orphaned_users_log	idx_orphaned_users_log_resolved_by	CREATE INDEX idx_orphaned_users_log_resolved_by ON public.orphaned_users_log USING btree (resolved_by)
public	orphaned_users_log	idx_orphaned_users_log_status	CREATE INDEX idx_orphaned_users_log_status ON public.orphaned_users_log USING btree (status, detected_at DESC)
public	orphaned_users_log	orphaned_users_log_auth_user_id_key	CREATE UNIQUE INDEX orphaned_users_log_auth_user_id_key ON public.orphaned_users_log USING btree (auth_user_id)
public	orphaned_users_log	orphaned_users_log_pkey	CREATE UNIQUE INDEX orphaned_users_log_pkey ON public.orphaned_users_log USING btree (id)
public	payment_transactions	idx_payment_transactions_transaction_id	CREATE INDEX idx_payment_transactions_transaction_id ON public.payment_transactions USING btree (transaction_id) WHERE (transaction_id IS NOT NULL)
public	payment_transactions	idx_payment_txn_date	CREATE INDEX idx_payment_txn_date ON public.payment_transactions USING btree (payment_date DESC)
public	payment_transactions	idx_payment_txn_idempotency	CREATE INDEX idx_payment_txn_idempotency ON public.payment_transactions USING btree (idempotency_key) WHERE (idempotency_key IS NOT NULL)
public	payment_transactions	idx_payment_txn_method	CREATE INDEX idx_payment_txn_method ON public.payment_transactions USING btree (payment_method, currency)
public	payment_transactions	idx_payment_txn_ref	CREATE INDEX idx_payment_txn_ref ON public.payment_transactions USING btree (ref_type, ref_id)
public	payment_transactions	idx_payment_txn_store	CREATE INDEX idx_payment_txn_store ON public.payment_transactions USING btree (store_id)
public	payment_transactions	idx_payment_txn_store_ref_date	CREATE INDEX idx_payment_txn_store_ref_date ON public.payment_transactions USING btree (store_id, ref_type, ref_id, payment_date DESC)
public	payment_transactions	payment_transactions_pkey	CREATE UNIQUE INDEX payment_transactions_pkey ON public.payment_transactions USING btree (id)
public	payment_transactions	uniq_payment_txn_idempotency	CREATE UNIQUE INDEX uniq_payment_txn_idempotency ON public.payment_transactions USING btree (idempotency_key) WHERE (idempotency_key IS NOT NULL)
public	physical_count_items	idx_physical_count_items_count	CREATE INDEX idx_physical_count_items_count ON public.physical_count_items USING btree (count_id)
public	physical_count_items	idx_physical_count_items_product	CREATE INDEX idx_physical_count_items_product ON public.physical_count_items USING btree (product_id)
public	physical_count_items	physical_count_items_count_id_product_id_key	CREATE UNIQUE INDEX physical_count_items_count_id_product_id_key ON public.physical_count_items USING btree (count_id, product_id)
public	physical_count_items	physical_count_items_pkey	CREATE UNIQUE INDEX physical_count_items_pkey ON public.physical_count_items USING btree (id)
public	physical_counts	idx_physical_counts_status	CREATE INDEX idx_physical_counts_status ON public.physical_counts USING btree (status)
public	physical_counts	idx_physical_counts_store	CREATE INDEX idx_physical_counts_store ON public.physical_counts USING btree (store_id, created_at DESC)
public	physical_counts	physical_counts_pkey	CREATE UNIQUE INDEX physical_counts_pkey ON public.physical_counts USING btree (id)
public	pick3_history	idx_pick3_history_date	CREATE INDEX idx_pick3_history_date ON public.pick3_history USING btree (draw_date DESC)
public	pick3_history	idx_pick3_history_source	CREATE INDEX idx_pick3_history_source ON public.pick3_history USING btree (source)
public	pick3_history	pick3_history_date_time_unique	CREATE UNIQUE INDEX pick3_history_date_time_unique ON public.pick3_history USING btree (draw_date, draw_time)
public	pick3_history	pick3_history_draw_date_draw_time_key	CREATE UNIQUE INDEX pick3_history_draw_date_draw_time_key ON public.pick3_history USING btree (draw_date, draw_time)
public	pick3_history	pick3_history_pkey	CREATE UNIQUE INDEX pick3_history_pkey ON public.pick3_history USING btree (id)
public	pick3_ledger	pick3_ledger_pkey	CREATE UNIQUE INDEX pick3_ledger_pkey ON public.pick3_ledger USING btree (id)
public	pick3_profiles	pick3_profiles_pkey	CREATE UNIQUE INDEX pick3_profiles_pkey ON public.pick3_profiles USING btree (user_id)
public	pick3_referrals	idx_pick3_referrals_expires_at	CREATE INDEX idx_pick3_referrals_expires_at ON public.pick3_referrals USING btree (expires_at)
public	pick3_referrals	idx_pick3_referrals_referral_code	CREATE INDEX idx_pick3_referrals_referral_code ON public.pick3_referrals USING btree (referral_code)
public	pick3_referrals	idx_pick3_referrals_referred_user_id	CREATE INDEX idx_pick3_referrals_referred_user_id ON public.pick3_referrals USING btree (referred_user_id)
public	pick3_referrals	idx_pick3_referrals_referrer_user_id	CREATE INDEX idx_pick3_referrals_referrer_user_id ON public.pick3_referrals USING btree (referrer_user_id)
public	pick3_referrals	idx_pick3_referrals_status	CREATE INDEX idx_pick3_referrals_status ON public.pick3_referrals USING btree (status)
public	pick3_referrals	pick3_referrals_pkey	CREATE UNIQUE INDEX pick3_referrals_pkey ON public.pick3_referrals USING btree (id)
public	pick3_referrals	pick3_referrals_referral_code_key	CREATE UNIQUE INDEX pick3_referrals_referral_code_key ON public.pick3_referrals USING btree (referral_code)
public	pick3_simulations	pick3_simulations_pkey	CREATE UNIQUE INDEX pick3_simulations_pkey ON public.pick3_simulations USING btree (id)
public	pick3_subscriptions	idx_pick3_subscriptions_period_end	CREATE INDEX idx_pick3_subscriptions_period_end ON public.pick3_subscriptions USING btree (current_period_end)
