# REM-INV-4 addendum — LIVE indexes (public)
# columns: schema	table	index	definition
public	transaction_items	idx_transaction_items_variant_id	CREATE INDEX idx_transaction_items_variant_id ON public.transaction_items USING btree (variant_id)
public	transaction_items	transaction_items_pkey	CREATE UNIQUE INDEX transaction_items_pkey ON public.transaction_items USING btree (id)
public	transaction_items	transaction_items_transaction_id_idx	CREATE INDEX transaction_items_transaction_id_idx ON public.transaction_items USING btree (transaction_id)
public	transaction_recovery_ledger	idx_recovery_ledger_recovered_at	CREATE INDEX idx_recovery_ledger_recovered_at ON public.transaction_recovery_ledger USING btree (recovered_at DESC)
public	transaction_recovery_ledger	pk_recovery_ledger	CREATE UNIQUE INDEX pk_recovery_ledger ON public.transaction_recovery_ledger USING btree (migration_id, transaction_id)
public	transactions	idx_transactions_created	CREATE INDEX idx_transactions_created ON public.transactions USING btree (created_at DESC)
public	transactions	idx_transactions_created_at	CREATE INDEX idx_transactions_created_at ON public.transactions USING btree (created_at)
public	transactions	idx_transactions_customer_id	CREATE INDEX idx_transactions_customer_id ON public.transactions USING btree (customer_id) WHERE (customer_id IS NOT NULL)
public	transactions	idx_transactions_idempotency	CREATE INDEX idx_transactions_idempotency ON public.transactions USING btree (idempotency_key)
public	transactions	idx_transactions_reversed	CREATE INDEX idx_transactions_reversed ON public.transactions USING btree (status, reversed_at) WHERE (status = 'reversed'::transaction_status)
public	transactions	idx_transactions_sale_currency	CREATE INDEX idx_transactions_sale_currency ON public.transactions USING btree (sale_currency)
public	transactions	idx_transactions_status	CREATE INDEX idx_transactions_status ON public.transactions USING btree (status)
public	transactions	idx_transactions_store_amount_date	CREATE INDEX idx_transactions_store_amount_date ON public.transactions USING btree (store_id, total_amount, created_at)
public	transactions	idx_transactions_store_created	CREATE INDEX idx_transactions_store_created ON public.transactions USING btree (store_id, created_at DESC)
public	transactions	idx_transactions_store_date_status	CREATE INDEX idx_transactions_store_date_status ON public.transactions USING btree (store_id, status, created_at) WHERE (status = 'completed'::transaction_status)
public	transactions	idx_transactions_store_id	CREATE INDEX idx_transactions_store_id ON public.transactions USING btree (store_id)
public	transactions	idx_transactions_tenant_id	CREATE INDEX idx_transactions_tenant_id ON public.transactions USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	transactions	idx_transactions_user_created	CREATE INDEX idx_transactions_user_created ON public.transactions USING btree (seller_id, created_at DESC)
public	transactions	idx_transactions_user_id	CREATE INDEX idx_transactions_user_id ON public.transactions USING btree (seller_id)
public	transactions	transactions_idempotency_key_key	CREATE UNIQUE INDEX transactions_idempotency_key_key ON public.transactions USING btree (idempotency_key)
public	transactions	transactions_idempotency_key_store_idx	CREATE UNIQUE INDEX transactions_idempotency_key_store_idx ON public.transactions USING btree (idempotency_key, store_id) WHERE (idempotency_key IS NOT NULL)
public	transactions	transactions_invoice_number_idx	CREATE INDEX transactions_invoice_number_idx ON public.transactions USING btree (invoice_number) WHERE (invoice_number IS NOT NULL)
public	transactions	transactions_pkey	CREATE UNIQUE INDEX transactions_pkey ON public.transactions USING btree (id)
public	transfer_approval_rules	idx_transfer_approval_rules_store	CREATE INDEX idx_transfer_approval_rules_store ON public.transfer_approval_rules USING btree (store_id) WHERE (is_active = true)
public	transfer_approval_rules	idx_transfer_approval_rules_tenant	CREATE INDEX idx_transfer_approval_rules_tenant ON public.transfer_approval_rules USING btree (tenant_id, is_active)
public	transfer_approval_rules	transfer_approval_rules_pkey	CREATE UNIQUE INDEX transfer_approval_rules_pkey ON public.transfer_approval_rules USING btree (id)
public	transfer_approval_rules	transfer_approval_rules_tenant_id_store_id_key	CREATE UNIQUE INDEX transfer_approval_rules_tenant_id_store_id_key ON public.transfer_approval_rules USING btree (tenant_id, store_id)
public	transfer_items	idx_transfer_items_product_id	CREATE INDEX idx_transfer_items_product_id ON public.transfer_items USING btree (product_id)
public	transfer_items	idx_transfer_items_transfer_id	CREATE INDEX idx_transfer_items_transfer_id ON public.transfer_items USING btree (transfer_id)
public	transfer_items	transfer_items_pkey	CREATE UNIQUE INDEX transfer_items_pkey ON public.transfer_items USING btree (id)
public	transfers	idx_transfers_created_by	CREATE INDEX idx_transfers_created_by ON public.transfers USING btree (created_by)
public	transfers	idx_transfers_dest_created	CREATE INDEX idx_transfers_dest_created ON public.transfers USING btree (destination_store_id, created_at DESC)
public	transfers	idx_transfers_dest_pending	CREATE INDEX idx_transfers_dest_pending ON public.transfers USING btree (destination_store_id, status) WHERE (status = 'PENDIENTE'::transfer_status)
public	transfers	idx_transfers_destination_store_id	CREATE INDEX idx_transfers_destination_store_id ON public.transfers USING btree (destination_store_id)
public	transfers	idx_transfers_origin_created	CREATE INDEX idx_transfers_origin_created ON public.transfers USING btree (origin_store_id, created_at DESC)
public	transfers	idx_transfers_origin_pending	CREATE INDEX idx_transfers_origin_pending ON public.transfers USING btree (origin_store_id, status) WHERE (status = 'PENDIENTE'::transfer_status)
public	transfers	idx_transfers_origin_store_id	CREATE INDEX idx_transfers_origin_store_id ON public.transfers USING btree (origin_store_id)
public	transfers	idx_transfers_reversed	CREATE INDEX idx_transfers_reversed ON public.transfers USING btree (status, reversed_at) WHERE (status = 'REVERSADA'::transfer_status)
public	transfers	idx_transfers_tenant_id	CREATE INDEX idx_transfers_tenant_id ON public.transfers USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	transfers	transfers_pkey	CREATE UNIQUE INDEX transfers_pkey ON public.transfers USING btree (id)
public	units_of_measure	units_of_measure_code_key	CREATE UNIQUE INDEX units_of_measure_code_key ON public.units_of_measure USING btree (code)
public	units_of_measure	units_of_measure_pkey	CREATE UNIQUE INDEX units_of_measure_pkey ON public.units_of_measure USING btree (id)
public	usage_aggregates	usage_aggregates_bucket_idx	CREATE INDEX usage_aggregates_bucket_idx ON public.usage_aggregates USING btree (bucket_start DESC)
public	usage_aggregates	usage_aggregates_metric_bucket_idx	CREATE INDEX usage_aggregates_metric_bucket_idx ON public.usage_aggregates USING btree (metric_type, bucket_start DESC)
public	usage_aggregates	usage_aggregates_pkey	CREATE UNIQUE INDEX usage_aggregates_pkey ON public.usage_aggregates USING btree (id)
public	usage_aggregates	usage_aggregates_unique_idx	CREATE UNIQUE INDEX usage_aggregates_unique_idx ON public.usage_aggregates USING btree (bucket_start, metric_type, service, COALESCE(endpoint, ''::text))
public	usage_alerts	usage_alerts_detected_idx	CREATE INDEX usage_alerts_detected_idx ON public.usage_alerts USING btree (detected_at DESC)
public	usage_alerts	usage_alerts_pkey	CREATE UNIQUE INDEX usage_alerts_pkey ON public.usage_alerts USING btree (id)
public	usage_alerts	usage_alerts_unack_idx	CREATE INDEX usage_alerts_unack_idx ON public.usage_alerts USING btree (acknowledged, detected_at DESC) WHERE (NOT acknowledged)
public	usage_alerts	usage_alerts_unique_day_idx	CREATE UNIQUE INDEX usage_alerts_unique_day_idx ON public.usage_alerts USING btree (metric_type, level, detected_at_day) WHERE (NOT acknowledged)
public	usage_drift	usage_drift_measured_idx	CREATE INDEX usage_drift_measured_idx ON public.usage_drift USING btree (measured_at DESC)
public	usage_drift	usage_drift_pkey	CREATE UNIQUE INDEX usage_drift_pkey ON public.usage_drift USING btree (id)
public	usage_thresholds	usage_thresholds_metric_type_key	CREATE UNIQUE INDEX usage_thresholds_metric_type_key ON public.usage_thresholds USING btree (metric_type)
public	usage_thresholds	usage_thresholds_pkey	CREATE UNIQUE INDEX usage_thresholds_pkey ON public.usage_thresholds USING btree (id)
public	user_audit_log	idx_user_audit_log_created_at	CREATE INDEX idx_user_audit_log_created_at ON public.user_audit_log USING btree (created_at)
public	user_audit_log	idx_user_audit_log_target_created	CREATE INDEX idx_user_audit_log_target_created ON public.user_audit_log USING btree (target_user_id, created_at DESC)
public	user_audit_log	idx_user_audit_log_target_user	CREATE INDEX idx_user_audit_log_target_user ON public.user_audit_log USING btree (target_user_id)
public	user_audit_log	user_audit_log_pkey	CREATE UNIQUE INDEX user_audit_log_pkey ON public.user_audit_log USING btree (id)
public	user_invitations	idx_user_invitations_email	CREATE INDEX idx_user_invitations_email ON public.user_invitations USING btree (email)
public	user_invitations	idx_user_invitations_status_expires	CREATE INDEX idx_user_invitations_status_expires ON public.user_invitations USING btree (status, expires_at)
public	user_invitations	idx_user_invitations_store	CREATE INDEX idx_user_invitations_store ON public.user_invitations USING btree (store_id, status)
public	user_invitations	user_invitations_pkey	CREATE UNIQUE INDEX user_invitations_pkey ON public.user_invitations USING btree (id)
public	user_invitations	user_invitations_token_hash_key	CREATE UNIQUE INDEX user_invitations_token_hash_key ON public.user_invitations USING btree (token_hash)
public	user_preferences	idx_user_preferences_user_id	CREATE INDEX idx_user_preferences_user_id ON public.user_preferences USING btree (user_id)
public	user_preferences	user_preferences_pkey	CREATE UNIQUE INDEX user_preferences_pkey ON public.user_preferences USING btree (user_id, preference_key)
public	user_progress	user_progress_pkey	CREATE UNIQUE INDEX user_progress_pkey ON public.user_progress USING btree (id)
public	user_progress	user_progress_user_id_card_id_key	CREATE UNIQUE INDEX user_progress_user_id_card_id_key ON public.user_progress USING btree (user_id, card_id)
public	user_store_memberships	idx_user_store_memberships_rls_lookup	CREATE INDEX idx_user_store_memberships_rls_lookup ON public.user_store_memberships USING btree (user_id, store_id, status, role)
public	user_store_memberships	idx_user_store_memberships_store_id	CREATE INDEX idx_user_store_memberships_store_id ON public.user_store_memberships USING btree (store_id)
public	user_store_memberships	user_store_memberships_pkey	CREATE UNIQUE INDEX user_store_memberships_pkey ON public.user_store_memberships USING btree (id)
public	user_store_memberships	user_store_memberships_user_id_store_id_key	CREATE UNIQUE INDEX user_store_memberships_user_id_store_id_key ON public.user_store_memberships USING btree (user_id, store_id)
public	user_strategy_feedback	user_strategy_feedback_pkey	CREATE UNIQUE INDEX user_strategy_feedback_pkey ON public.user_strategy_feedback USING btree (id)
public	user_usage	idx_user_usage_lookup	CREATE INDEX idx_user_usage_lookup ON public.user_usage USING btree (user_id, action_type, usage_date)
public	user_usage	user_usage_pkey	CREATE UNIQUE INDEX user_usage_pkey ON public.user_usage USING btree (id)
public	user_usage	user_usage_user_id_action_type_usage_date_key	CREATE UNIQUE INDEX user_usage_user_id_action_type_usage_date_key ON public.user_usage USING btree (user_id, action_type, usage_date)
public	w62_df04_design_params	w62_df04_design_params_pkey	CREATE UNIQUE INDEX w62_df04_design_params_pkey ON public.w62_df04_design_params USING btree (param)
public	w62_df04_synthetic_rows	w62_df04_synthetic_rows_pkey	CREATE UNIQUE INDEX w62_df04_synthetic_rows_pkey ON public.w62_df04_synthetic_rows USING btree (row_id)
public	w62_zero_cost_flags	w62_zero_cost_flags_pkey	CREATE UNIQUE INDEX w62_zero_cost_flags_pkey ON public.w62_zero_cost_flags USING btree (store_id, product_id, scope)
public	wac_change_log	wac_change_log_pkey	CREATE UNIQUE INDEX wac_change_log_pkey ON public.wac_change_log USING btree (id)
public	wac_change_log	wac_change_log_prod_idx	CREATE INDEX wac_change_log_prod_idx ON public.wac_change_log USING btree (store_id, product_id, created_at)
public	wallet_accounts	idx_wallet_accounts_bank	CREATE INDEX idx_wallet_accounts_bank ON public.wallet_accounts USING btree (bank)
public	wallet_accounts	idx_wallet_accounts_user	CREATE INDEX idx_wallet_accounts_user ON public.wallet_accounts USING btree (user_id)
public	wallet_accounts	wallet_accounts_pkey	CREATE UNIQUE INDEX wallet_accounts_pkey ON public.wallet_accounts USING btree (id)
public	wallet_accounts	wallet_accounts_user_id_source_account_number_key	CREATE UNIQUE INDEX wallet_accounts_user_id_source_account_number_key ON public.wallet_accounts USING btree (user_id, source, account_number)
public	wallet_transactions	idx_wallet_tx_bank	CREATE INDEX idx_wallet_tx_bank ON public.wallet_transactions USING btree (bank)
public	wallet_transactions	idx_wallet_tx_category	CREATE INDEX idx_wallet_tx_category ON public.wallet_transactions USING btree (category)
public	wallet_transactions	idx_wallet_tx_date	CREATE INDEX idx_wallet_tx_date ON public.wallet_transactions USING btree (date)
public	wallet_transactions	idx_wallet_tx_user	CREATE INDEX idx_wallet_tx_user ON public.wallet_transactions USING btree (user_id)
public	wallet_transactions	wallet_transactions_pkey	CREATE UNIQUE INDEX wallet_transactions_pkey ON public.wallet_transactions USING btree (id)
public	wallet_transactions	wallet_transactions_user_id_trm_transaction_id_key	CREATE UNIQUE INDEX wallet_transactions_user_id_trm_transaction_id_key ON public.wallet_transactions USING btree (user_id, trm_transaction_id)
public	warehouse_stock	idx_wh_stock_low	CREATE INDEX idx_wh_stock_low ON public.warehouse_stock USING btree (warehouse_id, quantity, min_stock) WHERE (quantity <= min_stock)
public	warehouse_stock	idx_wh_stock_store_product	CREATE INDEX idx_wh_stock_store_product ON public.warehouse_stock USING btree (store_id, product_id)
public	warehouse_stock	idx_wh_stock_warehouse	CREATE INDEX idx_wh_stock_warehouse ON public.warehouse_stock USING btree (warehouse_id)
public	warehouse_stock	uq_warehouse_stock	CREATE UNIQUE INDEX uq_warehouse_stock ON public.warehouse_stock USING btree (warehouse_id, product_id)
public	warehouse_stock	warehouse_stock_pkey	CREATE UNIQUE INDEX warehouse_stock_pkey ON public.warehouse_stock USING btree (id)
public	warehouses	idx_warehouses_store	CREATE INDEX idx_warehouses_store ON public.warehouses USING btree (store_id)
public	warehouses	idx_warehouses_store_name	CREATE UNIQUE INDEX idx_warehouses_store_name ON public.warehouses USING btree (store_id, name)
public	warehouses	warehouses_pkey	CREATE UNIQUE INDEX warehouses_pkey ON public.warehouses USING btree (id)
public	whatsapp_configs	idx_whatsapp_configs_store	CREATE INDEX idx_whatsapp_configs_store ON public.whatsapp_configs USING btree (store_id)
public	whatsapp_configs	whatsapp_configs_pkey	CREATE UNIQUE INDEX whatsapp_configs_pkey ON public.whatsapp_configs USING btree (id)
public	whatsapp_configs	whatsapp_configs_store_id_key	CREATE UNIQUE INDEX whatsapp_configs_store_id_key ON public.whatsapp_configs USING btree (store_id)
public	whatsapp_contacts	idx_whatsapp_contacts_store	CREATE INDEX idx_whatsapp_contacts_store ON public.whatsapp_contacts USING btree (store_id)
public	whatsapp_contacts	whatsapp_contacts_pkey	CREATE UNIQUE INDEX whatsapp_contacts_pkey ON public.whatsapp_contacts USING btree (id)
public	whatsapp_contacts	whatsapp_contacts_store_id_phone_number_key	CREATE UNIQUE INDEX whatsapp_contacts_store_id_phone_number_key ON public.whatsapp_contacts USING btree (store_id, phone_number)
public	whatsapp_invitations	idx_whatsapp_invitations_status	CREATE INDEX idx_whatsapp_invitations_status ON public.whatsapp_invitations USING btree (status)
public	whatsapp_invitations	idx_whatsapp_invitations_store	CREATE INDEX idx_whatsapp_invitations_store ON public.whatsapp_invitations USING btree (store_id)
public	whatsapp_invitations	whatsapp_invitations_pkey	CREATE UNIQUE INDEX whatsapp_invitations_pkey ON public.whatsapp_invitations USING btree (id)
public	whatsapp_messages	idx_whatsapp_messages_contact	CREATE INDEX idx_whatsapp_messages_contact ON public.whatsapp_messages USING btree (contact_id)
public	whatsapp_messages	idx_whatsapp_messages_created	CREATE INDEX idx_whatsapp_messages_created ON public.whatsapp_messages USING btree (created_at DESC)
public	whatsapp_messages	idx_whatsapp_messages_store	CREATE INDEX idx_whatsapp_messages_store ON public.whatsapp_messages USING btree (store_id)
public	whatsapp_messages	whatsapp_messages_pkey	CREATE UNIQUE INDEX whatsapp_messages_pkey ON public.whatsapp_messages USING btree (id)
public	whatsapp_product_posts	idx_wa_posts_product	CREATE INDEX idx_wa_posts_product ON public.whatsapp_product_posts USING btree (product_id)
public	whatsapp_product_posts	idx_wa_posts_store	CREATE INDEX idx_wa_posts_store ON public.whatsapp_product_posts USING btree (store_id)
public	whatsapp_product_posts	idx_wa_posts_store_created	CREATE INDEX idx_wa_posts_store_created ON public.whatsapp_product_posts USING btree (store_id, created_at DESC)
public	whatsapp_product_posts	idx_wa_posts_store_status	CREATE INDEX idx_wa_posts_store_status ON public.whatsapp_product_posts USING btree (store_id, status)
public	whatsapp_product_posts	whatsapp_product_posts_pkey	CREATE UNIQUE INDEX whatsapp_product_posts_pkey ON public.whatsapp_product_posts USING btree (id)
public	whatsapp_risk_state	idx_whatsapp_risk_state_store	CREATE INDEX idx_whatsapp_risk_state_store ON public.whatsapp_risk_state USING btree (store_id)
public	whatsapp_risk_state	whatsapp_risk_state_pkey	CREATE UNIQUE INDEX whatsapp_risk_state_pkey ON public.whatsapp_risk_state USING btree (id)
public	whatsapp_risk_state	whatsapp_risk_state_store_id_key	CREATE UNIQUE INDEX whatsapp_risk_state_store_id_key ON public.whatsapp_risk_state USING btree (store_id)
public	workers	idx_workers_tenant_id	CREATE INDEX idx_workers_tenant_id ON public.workers USING btree (tenant_id) WHERE (tenant_id IS NOT NULL)
public	workers	workers_pkey	CREATE UNIQUE INDEX workers_pkey ON public.workers USING btree (id)
public	workers	workers_store_active_idx	CREATE INDEX workers_store_active_idx ON public.workers USING btree (store_id) WHERE (status = 'active'::text)
public	workers	workers_store_ci_unique_idx	CREATE UNIQUE INDEX workers_store_ci_unique_idx ON public.workers USING btree (store_id, ci)
public	workers	workers_store_status_idx	CREATE INDEX workers_store_status_idx ON public.workers USING btree (store_id, status)
public	z_reports	z_reports_cash_closure_idx	CREATE INDEX z_reports_cash_closure_idx ON public.z_reports USING btree (cash_closure_id)
public	z_reports	z_reports_pkey	CREATE UNIQUE INDEX z_reports_pkey ON public.z_reports USING btree (id)
public	z_reports	z_reports_store_date_idx	CREATE INDEX z_reports_store_date_idx ON public.z_reports USING btree (store_id, report_date DESC)
public	z_reports	z_reports_store_z_report_number_idx	CREATE UNIQUE INDEX z_reports_store_z_report_number_idx ON public.z_reports USING btree (store_id, z_report_number)
